Name,Address,Geo Location,in state,out of state,First Year Students,Acceptance Rate (T/F/M),Total Applicants,Applicants Stats (F/M),Percent Accepted that Attend,Sex,Percent (F/M),Retention,International Students,Asian and Pacific Islander,Black,Hispanic,Native American,Other,White
athens technical college,800 U.S. Hwy 29 North Athens GA 30601,(33.99056 -83.33914),$3062,$5462,142,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,1%,2%,19%,21%,&lt; 1%,2%,56%
atlanta metropolitan state college,1630 Metropolitan Parkway SW Atlanta GA 30310-4448,(33.71065 -84.40796),$3505,$10131,179,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,2%,2%,86%,6%,&lt; 1%,4%,3%
atlanta technical college,1560 Metropolitan Pkwy SW Atlanta GA 30310-4446,(33.71248 -84.40444),$3164,$5564,195,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,1%,1%,86%,6%,&lt; 1%,3%,4%
atlantic cape community college,5100 Black Horse Pike Mays Landing NJ 08330-2699,(39.46374 -74.67806),$6840,$8340,656,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,0%,6%,14%,27%,1%,8%,44%
atlantic university college,Colton St. # 9 Guaynabo PR 00970,(18.35914 -66.11397),$6915,$6915,280,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),75%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
auburn university,1161 West Samford Avenue Auburn AL 36849,(32.60078 -85.50424),$26422,$46582,5311,('71%' '72%' '69%'),27619,('58%' '42%'),27%,Co-ed,('54%' '46%'),90%,7%,3%,7%,4%,&lt; 1%,2%,84%
auburn university at montgomery,7440 East Drive Montgomery AL 36117,(32.36706 -86.17756),$16228,$26188,539,('97%' '97%' '95%'),3405,('66%' '34%'),16%,Co-ed,('64%' '36%'),67%,5%,3%,39%,1%,1%,4%,52%
augsburg university,2211 Riverside Ave Minneapolis MN 55454,(44.96741 -93.24106),$52229,$52229,541,('76%' '79%' '71%'),3525,('57%' '43%'),20%,Co-ed,('53%' '47%'),72%,4%,9%,15%,8%,1%,20%,47%
augusta technical college,3200 Augusta Tech Drive Augusta GA 30906,(33.42013 -82.05238),$3232,$5632,336,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),49%,0%,1%,47%,6%,1%,5%,39%
augusta university,1120 Fifteenth St Augusta GA 30912,(33.47106 -81.98842),$19182,$34560,1044,('73%' '74%' '71%'),5442,('68%' '32%'),26%,Co-ed,('65%' '35%'),73%,1%,7%,24%,7%,&lt; 1%,8%,53%
augustana college,639 38th St Rock Island IL 61201,(41.505 -90.54689),$58019,$58019,649,('69%' '71%' '66%'),6640,('57%' '43%'),14%,Co-ed,('52%' '48%'),88%,7%,3%,4%,10%,&lt; 1%,4%,78%
augustana university,2001 S Summit Ave Sioux Falls SD 57197,(43.52661 -96.73626),$44772,$44772,467,('72%' '75%' '66%'),2257,('56%' '44%'),29%,Co-ed,('61%' '39%'),85%,9%,1%,2%,3%,1%,3%,90%
aultman college of nursing and health sciences,2600 6th St SW Canton OH 44710-1797,(40.79608 -81.40437),$19310,$19310,21,('33%' '32%' '40%'),226,('88%' '12%'),35%,Co-ed,('96%' '4%'),53%,0%,1%,4%,3%,1%,5%,86%
aurora university,347 S Gladstone Ave Aurora IL 60506,(41.75564 -88.34686),$37458,$37458,822,('86%' '86%' '86%'),3101,('59%' '41%'),31%,Co-ed,('61%' '39%'),75%,0%,2%,9%,29%,&lt; 1%,10%,49%
austin college,900 N Grand Ave Sherman TX 75090,(33.64654 -96.59541),$56277,$56277,284,('43%' '43%' '41%'),4130,('55%' '45%'),16%,Co-ed,('52%' '48%'),82%,3%,14%,9%,21%,1%,4%,51%
austin community college district,5930 Middle Fiskville Rd Austin TX 78752,(30.32275 -97.71202),$2010,$10050,2015,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
austin peay state university,601 College St Clarksville TN 37044,(36.53296 -87.35272),$20487,$26031,1429,('94%' '94%' '91%'),5046,('63%' '37%'),30%,Co-ed,('57%' '43%'),67%,1%,2%,22%,7%,&lt; 1%,9%,60%
ave maria university,5050 Ave Maria Blvd Ave Maria FL 34142,(26.336581 -81.438063),$37812,$37812,377,('64%' '67%' '60%'),3705,('52%' '48%'),16%,Co-ed,('52%' '48%'),72%,2%,2%,6%,16%,&lt; 1%,13%,64%
averett university,420 W Main St Danville VA 24541,(36.5768 -79.41314),$48190,$48190,231,('48%' '39%' '55%'),3462,('50%' '50%'),14%,Co-ed,('34%' '66%'),63%,6%,1%,30%,5%,1%,3%,60%
avila university,11901 Wornall Rd Kansas City MO 64145,(38.91241 -94.59359),$29256,$29256,217,('68%' '71%' '65%'),2069,('43%' '57%'),15%,Co-ed,('54%' '46%'),68%,12%,2%,26%,10%,&lt; 1%,4%,58%
azusa pacific university apu,901 E Alosta Azusa CA 91702,(34.12882 -117.88979),$51330,$51330,636,('94%' '94%' '93%'),3967,('67%' '33%'),17%,Co-ed,('66%' '34%'),81%,3%,11%,6%,33%,&lt; 1%,10%,39%
babson college,231 Forest Street Babson Park MA 02457,(42.29831 -71.26001),$73178,$73178,650,('25%' '36%' '19%'),7104,('34%' '66%'),36%,Co-ed,('46%' '54%'),95%,31%,16%,6%,14%,&lt; 1%,14%,49%
bacone college,2299 Old Bacone Rd Muskogee OK 74403,(35.7755 -95.3343),$23300,$23300,73,('55%' '48%' '58%'),222,('42%' '58%'),60%,Co-ed,('35%' '65%'),11%,2%,3%,30%,9%,28%,16%,14%
bais medrash elyon,73 Main Street Monsey NY 10952,(41.11412 -74.06905),$11400,$11400,8,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),100%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
baker college,1050 West Bristol Road Flint MI 48507,(42.97402 -83.69458),$18820,$18820,475,('58%' '59%' '53%'),1134,('70%' '30%'),73%,Co-ed,('71%' '29%'),49%,0%,2%,11%,4%,1%,3%,79%
baker university,618 Eighth Street Baldwin City KS 66006,(38.77632 -95.18884),$41030,$41030,219,('99%' '98%' '99%'),637,('56%' '44%'),35%,Co-ed,('48%' '52%'),81%,1%,3%,9%,7%,1%,6%,75%
bakersfield college,1801 Panorama Dr Bakersfield CA 93305-1299,(35.409004 -118.970881),$1380,$9330,1435,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
baldwin wallace university bw,275 Eastland Rd Berea OH 44017,(41.36835 -81.84393),$48390,$48390,730,('79%' '76%' '83%'),4250,('58%' '42%'),22%,Co-ed,('54%' '46%'),82%,2%,2%,9%,6%,&lt; 1%,5%,78%
ball state university bsu,2000 University Ave Muncie IN 47306,(40.19765 -85.40887),$21086,$38320,3278,('68%' '70%' '63%'),22947,('65%' '35%'),21%,Co-ed,('62%' '38%'),78%,1%,2%,8%,5%,&lt; 1%,6%,79%
baltimore city community college,2901 Liberty Heights Avenue Baltimore MD 21215-7893,(39.32125 -76.66193),$3314,$7394,176,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),48%,8%,2%,83%,3%,&lt; 1%,7%,6%
baptist bible college,628 E Kearney Springfield MO 65803-3498,(37.24068 -93.28409),$22390,$22390,43,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),52%,0%,1%,6%,2%,1%,6%,84%
baptist health college little rock,11900 COLONEL GLENN RD STE 1000 Little Rock AR 72210-2827,(34.7127 -92.40744),$12598,$12598,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),67%,0%,1%,29%,6%,&lt; 1%,3%,60%
baptist memorial college of health sciences,1003 Monroe Ave Memphis TN 38104,(35.13898 -90.02786),$16372,$16372,68,('35%' '33%' '48%'),484,('91%' '9%'),40%,Co-ed,('85%' '15%'),81%,0%,3%,43%,5%,&lt; 1%,2%,48%
baptist university of the americas,7838 Barlite Blvd. San Antonio TX 78224,(29.34975 -98.54657),$14438,$14438,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),73%,32%,&lt; 1%,1%,90%,&lt; 1%,&lt; 1%,9%
barclay college,607 N Kingman Haviland KS 67059,(37.62049 -99.10493),$34290,$34290,18,('54%' '53%' '54%'),229,('53%' '47%'),15%,Co-ed,('50%' '50%'),62%,2%,2%,16%,6%,2%,6%,68%
bard college,Annandale Road Annandale-On-Hudson NY 12504,(42.02138 -73.90848),$74728,$74728,473,('60%' '62%' '55%'),5161,('66%' '34%'),15%,Co-ed,('63%' '37%'),85%,13%,5%,7%,8%,&lt; 1%,16%,64%
bard college at simon rock,84 Alford Road Great Barrington MA 01230,(42.22825 -73.40884),$80201,$80201,111,('80%' '80%' '80%'),216,('65%' '35%'),64%,Co-ed,('63%' '37%'),66%,16%,9%,8%,2%,1%,15%,65%
barnard college,3009 Broadway New York NY 10027,(40.80908 -73.96324),$78173,$78173,769,('11%' '11%' '0%'),10395,('100%' '0%'),65%,All-female,('100%' '0%'),95%,11%,16%,7%,13%,&lt; 1%,7%,57%
barry university,11300 NE 2nd Ave Miami FL 33161,(25.87938 -80.19413),$43166,$43166,716,('64%' '65%' '59%'),10651,('65%' '35%'),11%,Co-ed,('65%' '35%'),62%,8%,2%,37%,35%,&lt; 1%,4%,22%
barstow community college,2700 Barstow Road Barstow CA 92311,(34.87096 -117.02123),$1104,$8952,219,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,0%,3%,16%,47%,2%,7%,24%
barton college,200 E. ACC Drive Wilson NC 27893,(35.72022 -77.90309),$44400,$44400,262,('99%' '98%' '98%'),1928,('60%' '40%'),14%,Co-ed,('46%' '54%'),72%,5%,1%,24%,8%,1%,9%,57%
barton county community college,245 NE 30th Road Great Bend KS 67530,(38.40531 -98.72945),$12856,$13624,444,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,2%,4%,11%,17%,2%,4%,62%
baruch college cuny baruch,One Bernard Baruch Way (55 Lexington Ave at 24th St) New York NY 10010,(40.74048 -73.98404),$26911,$34861,2532,('51%' '57%' '41%'),23434,('55%' '45%'),21%,Co-ed,('54%' '46%'),88%,11%,34%,10%,30%,&lt; 1%,2%,24%
bates college,2 Andrews Road Lewiston ME 04240,(44.10713 -70.20528),$75720,$75720,553,('17%' '17%' '16%'),7319,('54%' '46%'),44%,Co-ed,('51%' '49%'),94%,7%,4%,5%,9%,&lt; 1%,5%,77%
bates technical college,1101 S Yakima Ave Tacoma WA 98405,(47.25214 -122.4467),$6516,$13283,142,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,0%,4%,6%,11%,2%,28%,49%
baton rouge community college,201 Community College Drive Baton Rouge LA 70806,(30.44945 -91.13599),$4221,$4221,964,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),53%,2%,2%,49%,5%,2%,4%,39%
bay de noc community college,2001 N Lincoln Road Escanaba MI 49829-2511,(45.77181 -87.0819),$16290,$17880,243,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),49%,0%,1%,1%,2%,3%,5%,88%
bay mills community college,12214 W Lakeshore Dr Brimley MI 49715,(46.45398 -84.60751),$3320,$3320,31,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,0%,&lt; 1%,1%,3%,62%,&lt; 1%,33%
bay path university,588 Longmeadow Street Longmeadow MA 01106,(42.05569 -72.58358),$48580,$48580,119,('75%' '77%' '0%'),797,('97%' '3%'),20%,All-female,('100%' '0%'),80%,1%,2%,14%,19%,&lt; 1%,9%,56%
bay state college,31 St. James Avenue Boston MA 02116,(42.35075 -71.07142),$42800,$42800,31,('50%' '44%' '54%'),104,('47%' '53%'),67%,Co-ed,('34%' '66%'),69%,1%,5%,21%,8%,1%,9%,57%
baylor university,1311 S 5th St Waco TX 76798,(31.54709 -97.12039),$68208,$68208,4271,('57%' '50%' '66%'),36588,('63%' '37%'),21%,Co-ed,('59%' '41%'),89%,4%,7%,7%,16%,&lt; 1%,5%,65%
beacon college,105 E Main St Leesburg FL 34748,(28.81104 -81.87475),$58190,$58190,101,('57%' '40%' '65%'),472,('33%' '67%'),38%,Co-ed,('28%' '72%'),73%,1%,4%,15%,6%,1%,4%,70%
beaufort county community college,5337 US Highway 264 East Washington NC 27889,(35.53227 -76.96698),$2518,$8662,115,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),66%,0%,1%,26%,13%,&lt; 1%,4%,55%
beckfield college florence,16 Spiral Drive Florence KY 41042,(39.0174 -84.64121),$13295,$13295,43,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
bel rea institute of animal technology,1681 S Dayton St Denver CO 80247,(39.68652 -104.87624),$12338,$12338,52,('81%' '82%' '65%'),347,('93%' '7%'),18%,Co-ed,('78%' '22%'),37%,0%,1%,4%,26%,1%,8%,59%
belhaven university,1500 Peachtree St Jackson MS 39202,(32.31971 -90.16914),$36775,$36775,212,('64%' '60%' '69%'),1787,('62%' '38%'),19%,Co-ed,('60%' '40%'),67%,2%,1%,47%,5%,1%,8%,38%
bellarmine university,2001 Newburg Rd Louisville KY 40205,(38.21741 -85.70825),$54340,$54340,593,('86%' '85%' '85%'),4228,('66%' '34%'),16%,Co-ed,('66%' '34%'),79%,1%,2%,5%,4%,&lt; 1%,7%,82%
bellevue college,3000 Landerholm Cir SE Bellevue WA 98007,(47.58439 -122.14842),$17717,$23254,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),n/a,n/a
bellevue university,1000 Galvin Rd S Bellevue NE 68005,(41.15003 -95.91818),$18993,$18993,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),77%,3%,4%,11%,17%,1%,17%,50%
bellin college,3201 Eaton Road Green Bay WI 54311,(44.46799 -87.92132),$21785,$21785,39,('85%' '86%' '50%'),68,('97%' '3%'),76%,Co-ed,('97%' '3%'),86%,0%,2%,2%,2%,1%,8%,86%
bellingham technical college,3028 Lindbergh Ave Bellingham WA 98225-1599,(48.76545 -122.51301),$4004,$5227,243,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
belmont abbey college,100 Belmont-Mt Holly Road Belmont NC 28012,(35.26389 -81.04226),$30090,$30090,428,('99%' '98%' '98%'),1841,('48%' '52%'),24%,Co-ed,('44%' '56%'),66%,3%,2%,16%,4%,&lt; 1%,22%,56%
belmont college,68094 Hammond Road St Clairsville OH 43950,(40.07635 -80.96449),$4338,$6840,108,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,0%,&lt; 1%,1%,2%,&lt; 1%,2%,94%
belmont university,1900 Belmont Blvd Nashville TN 37212,(36.13418 -86.79526),$51670,$51670,1834,('88%' '89%' '85%'),9614,('69%' '31%'),22%,Co-ed,('65%' '35%'),82%,2%,2%,5%,5%,&lt; 1%,6%,81%
beloit college,700 College St Beloit WI 53511,(42.50304 -89.02947),$64708,$64708,290,('67%' '72%' '62%'),3279,('48%' '52%'),13%,Co-ed,('48%' '52%'),78%,16%,4%,8%,12%,&lt; 1%,10%,66%
bemidji state university,1500 Birchmont Dr Bemidji MN 56601,(47.48371 -94.87496),$18966,$18966,538,('75%' '73%' '76%'),2565,('58%' '42%'),28%,Co-ed,('52%' '48%'),72%,3%,1%,3%,3%,3%,9%,81%
benedict college,1600 Harden Street Columbia SC 29204,(34.01329 -81.0206),$23800,$23800,584,('86%' '87%' '82%'),9322,('64%' '36%'),7%,Co-ed,('52%' '48%'),57%,0%,&lt; 1%,95%,2%,&lt; 1%,1%,1%
benedictine college,1020 N 2nd St Atchison KS 66002,(39.57515 -95.11519),$44880,$44880,610,('98%' '98%' '98%'),2728,('52%' '48%'),23%,Co-ed,('49%' '51%'),79%,2%,1%,3%,7%,1%,8%,80%
benedictine university,5700 College Rd Lisle IL 60532,(41.77999 -88.09323),$44446,$44446,415,('80%' '84%' '75%'),2908,('50%' '50%'),18%,Co-ed,('42%' '58%'),72%,1%,15%,8%,16%,1%,17%,43%
benjamin franklin institute of technology,41 Berkeley St Boston MA 02116,(42.34601 -71.07049),$17550,$17550,164,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),20%,0%,7%,34%,23%,1%,19%,16%
bennett college,900 E Washington St Greensboro NC 27401,(36.06927 -79.77938),$27150,$27150,27,('79%' '79%' '0%'),1218,('100%' '0%'),3%,All-female,('100%' '0%'),53%,1%,&lt; 1%,83%,3%,&lt; 1%,13%,&lt; 1%
bennington college,One College Drive Bennington VT 05201,(42.9123 -73.22566),$76848,$76848,249,('67%' '74%' '53%'),1726,('64%' '36%'),22%,Co-ed,('65%' '35%'),73%,16%,3%,5%,11%,&lt; 1%,14%,66%
bentley university,175 Forest St Waltham MA 02452,(42.39067 -71.22251),$73040,$73040,1019,('61%' '65%' '58%'),9311,('39%' '61%'),18%,Co-ed,('37%' '63%'),93%,16%,10%,4%,8%,&lt; 1%,7%,71%
berea college,101 Chestnut Street Berea KY 40404,(37.57174 -84.28965),$51096,$51096,338,('33%' '33%' '32%'),1736,('58%' '42%'),59%,Co-ed,('59%' '41%'),83%,8%,2%,16%,12%,&lt; 1%,8%,62%
bergen community college,400 Paramus Rd Paramus NJ 07652-1595,(40.95201 -74.09403),$8281,$8659,1817,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),66%,4%,10%,7%,38%,1%,9%,35%
berkeley city college,2050 Center Sreet Berkeley CA 94704,(37.87012 -122.26944),$1148,$7508,181,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,3%,20%,17%,31%,1%,10%,22%
berkeley college new york,3 East 43 Street New York NY 10017,(40.75381 -73.97957),$27600,$27600,131,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),48%,18%,2%,16%,29%,&lt; 1%,49%,4%
berkeley college woodland park,44 Rifle Camp Rd Woodland Park NJ 07424,(40.90007 -74.18647),$27600,$27600,230,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,1%,2%,13%,40%,&lt; 1%,36%,9%
berklee college of music berklee,1140 Boylston St Boston MA 02215,(42.34679 -71.08961),$65626,$65626,1707,('55%' '50%' '59%'),7266,('50%' '50%'),43%,Co-ed,('43%' '57%'),85%,28%,6%,10%,13%,&lt; 1%,12%,58%
berkshire community college,1350 West Street Pittsfield MA 01201-5786,(42.45773 -73.31553),$5492,$11520,143,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,0%,2%,9%,11%,&lt; 1%,9%,68%
berry college,2277 Martha Berry Hwy NW Mount Berry GA 30149,(34.28825 -85.18122),$52276,$52276,729,('70%' '74%' '62%'),5249,('63%' '37%'),20%,Co-ed,('64%' '36%'),84%,1%,2%,5%,7%,&lt; 1%,6%,80%
beth hamedrash shaarei yosher institute,4102 16th Ave Brooklyn NY 11204,(40.63542 -73.98094),$15150,$15150,24,('67%' '0%' '66%'),36,('0%' '100%'),100%,All-male,('0%' '100%'),70%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
bethany college kansas,335 E Swensson St Lindsborg KS 67456,(38.58 -97.67295),$44190,$44190,256,('72%' '72%' '71%'),2627,('18%' '82%'),14%,Co-ed,('32%' '68%'),67%,7%,1%,15%,18%,1%,3%,61%
bethany college west virginia,31 E Campus Dr Bethany WV 26032,(40.20629 -80.56086),$43090,$43090,167,('74%' '76%' '72%'),2520,('31%' '69%'),9%,Co-ed,('44%' '56%'),67%,2%,1%,23%,4%,1%,16%,54%
bethany global university,6820 Auto Club Road Bloomington MN 55438,(44.79511 -93.37221),$24350,$24350,67,('95%' '96%' '90%'),195,('74%' '26%'),36%,Co-ed,('74%' '26%'),70%,2%,1%,3%,1%,&lt; 1%,16%,80%
bethany lutheran college,700 Luther Dr Mankato MN 56001,(44.16424 -93.99072),$36780,$36780,199,('61%' '65%' '56%'),714,('56%' '44%'),45%,Co-ed,('57%' '43%'),80%,9%,1%,3%,6%,&lt; 1%,4%,86%
bethel college indiana,1001 Bethel Circle Mishawaka IN 46545,(41.67703 -86.19455),$40450,$40450,286,('98%' '98%' '97%'),1250,('67%' '33%'),23%,Co-ed,('62%' '38%'),71%,2%,1%,10%,9%,&lt; 1%,10%,69%
bethel college north newton,300 E 27th St North Newton KS 67117,(38.0748 -97.34475),$40974,$40974,150,('71%' '71%' '70%'),830,('44%' '56%'),26%,Co-ed,('42%' '58%'),56%,1%,2%,16%,9%,&lt; 1%,4%,68%
bethel university minnesota,3900 Bethel Dr Saint Paul MN 55112,(45.05765 -93.16316),$51230,$51230,504,('89%' '88%' '88%'),2050,('59%' '41%'),28%,Co-ed,('54%' '46%'),85%,1%,4%,5%,5%,&lt; 1%,8%,77%
bethel university tennessee,325 Cherry Ave McKenzie TN 38201,(36.13676 -88.51684),$26850,$26850,522,('50%' '52%' '47%'),2148,('48%' '52%'),49%,Co-ed,('34%' '66%'),57%,1%,1%,36%,2%,1%,5%,55%
bethesda university,730 N. Euclid St Anaheim CA 92801,(33.84247 -117.9413),$6560,$6560,62,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),47%,51%,32%,21%,31%,2%,6%,9%
bethune cookman university,640 Dr Mary McLeod Bethune Blvd Daytona Beach FL 32114-3099,(29.21228 -81.03208),$25190,$25190,808,('100%' '99%' '99%'),5577,('68%' '32%'),15%,Co-ed,('62%' '38%'),58%,2%,&lt; 1%,82%,5%,&lt; 1%,11%,1%
beulah heights university,892 Berne St SE Atlanta GA 30316,(33.73703 -84.35801),$8492,$8492,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),67%,0%,8%,73%,5%,&lt; 1%,12%,3%
big bend community college,7662 Chanute St NE Moses Lake WA 98837-3299,(47.18474 -119.32642),$13113,$13582,380,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
big sandy community and technical college,1 Bert Combs Dr Prestonsburg KY 41653,(37.68582 -82.78119),$4488,$15240,363,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,0%,1%,1%,1%,&lt; 1%,3%,94%
biola university,13800 Biola Ave La Mirada CA 90639,(33.90587 -118.01473),$54584,$54584,655,('61%' '64%' '54%'),4354,('62%' '38%'),25%,Co-ed,('60%' '40%'),86%,3%,18%,3%,22%,&lt; 1%,9%,47%
birmingham southern college bsc,900 Arkadelphia Road Birmingham AL 35254,(33.51688 -86.85024),$33700,$33700,244,('66%' '66%' '65%'),2461,('55%' '45%'),15%,Co-ed,('49%' '51%'),80%,1%,5%,12%,2%,1%,1%,79%
bismarck state college,1500 Edwards Ave. Bismarck ND 58506,(46.82175 -100.81831),$12383,$14387,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),n/a,n/a
black hawk college,6600-34th Avenue Moline IL 61265-5899,(41.47811 -90.4508),$7500,$7650,548,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,0%,3%,11%,15%,&lt; 1%,8%,63%
black hills state university,1200 University St Spearfish SD 57799,(44.49426 -103.87088),$16400,$19500,452,('97%' '97%' '97%'),1382,('67%' '33%'),34%,Co-ed,('64%' '36%'),62%,2%,1%,2%,5%,4%,6%,82%
black river technical college,1410 Hwy 304 East Pocahontas AR 72455,(36.2386 -90.95194),$4118,$6350,244,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),53%,0%,&lt; 1%,3%,3%,&lt; 1%,3%,91%
blackburn college,700 College Ave Carlinville IL 62626,(39.28596 -89.87295),$34390,$34390,77,('66%' '64%' '67%'),453,('51%' '49%'),26%,Co-ed,('46%' '54%'),70%,2%,1%,11%,4%,&lt; 1%,7%,77%
blackfeet community college,504 S.E. East Boundary Browning MT 59417-0819,(48.55153 -113.02061),$3610,$3610,27,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),26%,0%,&lt; 1%,&lt; 1%,&lt; 1%,91%,1%,8%
blackhawk technical college,6004 South County Road G Janesville WI 53547-5009,(42.59297 -89.01458),$4568,$6683,193,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,1%,1%,6%,12%,1%,6%,74%
bladen community college,7418 NC Hwy 41 West Dublin NC 28332,(34.645082 -78.733722),$2558,$8702,21,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,0%,&lt; 1%,23%,13%,12%,6%,45%
blinn college,902 College Ave Brenham TX 77833-4098,(30.15935 -96.40686),$14185,$18955,3076,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),54%,0%,3%,8%,24%,1%,5%,60%
bloomfield college of montclair state university,467 Franklin St Bloomfield NJ 07003,(40.79517 -74.19654),$43580,$43580,277,('84%' '85%' '81%'),2737,('62%' '38%'),12%,Co-ed,('56%' '44%'),60%,4%,2%,53%,29%,&lt; 1%,6%,10%
bloomsburg university bloomu,400 E Second St Bloomsburg PA 17815,(41.00551 -76.44987),$21700,$33524,1407,('90%' '88%' '93%'),6466,('65%' '35%'),24%,Co-ed,('62%' '38%'),72%,1%,1%,8%,7%,&lt; 1%,4%,79%
blue mountain college bmc,201 W Main St Blue Mountain MS 38610,(34.67094 -89.02821),$25500,$25500,142,('99%' '99%' '99%'),219,('53%' '47%'),65%,Co-ed,('50%' '50%'),73%,2%,1%,13%,2%,&lt; 1%,1%,83%
blue mountain community college,2411 NW Carden Ave Pendleton OR 97801,(45.67299 -118.81177),$6641,$9161,238,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),46%,0%,1%,1%,27%,4%,11%,57%
blue ridge community college north carolina,180 West Campus Drive Flat Rock NC 28731-4728,(35.30788 -82.42574),$2651,$8795,177,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,1%,1%,5%,13%,1%,6%,74%
blue ridge community college virginia,1 College Lane Weyers Cave VA 24486-0080,(38.28134 -78.93977),$5364,$11367,374,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,1%,2%,6%,14%,&lt; 1%,11%,67%
bluefield state university,219 Rock Street Bluefield WV 24701-2198,(37.26771 -81.23533),$18184,$25382,314,('97%' '96%' '96%'),1014,('54%' '46%'),35%,Co-ed,('53%' '47%'),61%,1%,1%,14%,2%,&lt; 1%,4%,78%
bluefield university,3000 College Avenue Bluefield VA 24605,(37.2437 -81.24574),$39547,$39547,116,('72%' '68%' '75%'),800,('43%' '57%'),20%,Co-ed,('34%' '66%'),59%,2%,3%,16%,3%,1%,17%,60%
bluegrass community and technical college,470 Cooper Drive Lexington KY 40506,(38.02561 -84.50209),$4568,$15320,1061,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,0%,2%,13%,9%,&lt; 1%,6%,70%
bluffton university,1 University Drive Bluffton OH 45817,(40.89563 -83.89897),$45848,$45848,242,('75%' '82%' '70%'),1715,('42%' '58%'),19%,Co-ed,('39%' '61%'),66%,1%,1%,9%,4%,&lt; 1%,6%,81%
bob jones university,1700 Wade Hampton Boulavard Greenville SC 29614,(34.87623 -82.3616),$29530,$29530,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),82%,6%,2%,2%,6%,&lt; 1%,15%,74%
boise bible college,8695 W Marigold St Boise ID 83714-1220,(43.65809 -116.29087),$20100,$20100,18,('79%' '80%' '76%'),34,('61%' '39%'),74%,Co-ed,('55%' '45%'),40%,1%,1%,2%,3%,&lt; 1%,1%,92%
boise state university bsu,1910 University Dr Boise ID 83725,(43.60315 -116.20517),$21519,$38439,3171,('83%' '85%' '80%'),15648,('57%' '43%'),24%,Co-ed,('57%' '43%'),79%,2%,3%,2%,14%,&lt; 1%,7%,74%
