Name,Address,Geo Location,in state,out of state,First Year Students,Acceptance Rate (T/F/M),Total Applicants,Applicants Stats (F/M),Percent Accepted that Attend,Sex,Percent (F/M),Retention,International Students,Asian and Pacific Islander,Black,Hispanic,Native American,Other,White
paul quinn college,3837 Simpson Stuart Rd Dallas TX 75241,(32.6779 -96.75613),$17992,$17992,66,('87%' '88%' '85%'),1117,('69%' '31%'),7%,Co-ed,('48%' '52%'),68%,1%,&lt; 1%,79%,20%,&lt; 1%,&lt; 1%,1%
paul smiths college,7777 State Route 30 Paul Smiths NY 12970,(44.43693 -74.2489),$46295,$46295,287,('75%' '73%' '75%'),1287,('46%' '54%'),30%,Co-ed,('34%' '66%'),71%,0%,1%,3%,4%,1%,4%,86%
pearl river community college,101 Hwy 11 N Poplarville MS 39470,(30.84305 -89.54214),$8400,$9400,822,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,0%,1%,30%,1%,&lt; 1%,4%,64%
peirce college,1420 Pine Street Philadelphia PA 19102-4699,(39.94573 -75.16633),$15060,$15060,3,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),100%,1%,2%,57%,11%,1%,10%,19%
pellissippi state community college,10915 Hardin Valley Road Knoxville TN 37933-0990,(35.94395 -84.16559),$4456,$17272,2042,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),49%,0%,2%,6%,6%,&lt; 1%,5%,80%
peninsula college,1502 E Lauridsen Blvd Port Angeles WA 98362,(48.10106 -123.41063),$4317,$4779,136,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
penn commercial business technical school,242 Oak Spring Road Washington PA 15301-6822,(40.18327 -80.23495),$12075,$12075,45,('78%' '90%' '67%'),88,('47%' '53%'),65%,Co-ed,('44%' '56%'),73%,0%,4%,15%,2%,1%,6%,73%
penn state brandywine,25 Yearsley Mill Road Media PA 19063,(39.92619 -75.44605),$26088,$35360,391,('80%' '78%' '80%'),2143,('48%' '52%'),23%,Co-ed,('39%' '61%'),72%,2%,13%,16%,6%,&lt; 1%,8%,56%
pennsylvania academy of the fine arts,128 N. Broad Street Philadelphia PA 19102,(39.95556 -75.16291),$58628,$58628,10,('84%' '84%' '77%'),122,('85%' '15%'),10%,Co-ed,('80%' '20%'),86%,6%,4%,7%,8%,&lt; 1%,13%,68%
pennsylvania college of art and design,204 N Prince St Lancaster PA 17608,(40.04126 -76.30839),$39088,$39088,41,('51%' '53%' '43%'),187,('76%' '24%'),43%,Co-ed,('75%' '25%'),80%,0%,4%,6%,4%,&lt; 1%,15%,71%
pennsylvania college of technology penn tech,One College Ave Williamsport PA 17701,(41.23512 -77.02281),$29592,$37152,1413,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),80%,1%,1%,4%,4%,&lt; 1%,3%,88%
pennsylvania highlands community college,101 Community College Way Johnstown PA 15904-2949,(40.26388 -78.83801),$8820,$12330,183,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,0%,1%,4%,2%,&lt; 1%,7%,86%
pennsylvania institute of technology,800 Manchester Ave Media PA 19063-4098,(39.90783 -75.38812),$13905,$13905,49,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
pennsylvania state university penn state,201 Old Main University Park PA 16802,(40.79742 -77.863),$31216,$48794,8398,('54%' '56%' '51%'),73861,('52%' '48%'),21%,Co-ed,('50%' '50%'),93%,12%,7%,5%,7%,&lt; 1%,6%,74%
pennsylvania state university penn state abington,1600 Woodland Road Abington PA 19001,(40.117171 -75.110561),$27154,$36628,917,('77%' '76%' '77%'),6663,('51%' '49%'),18%,Co-ed,('45%' '55%'),79%,8%,16%,14%,11%,&lt; 1%,9%,50%
pennsylvania state university penn state altoona,3000 Ivyside Park Altoona PA 16601,(40.53882 -78.40999),$26176,$36190,988,('85%' '83%' '85%'),7088,('55%' '45%'),16%,Co-ed,('46%' '54%'),81%,7%,4%,6%,6%,&lt; 1%,5%,79%
pennsylvania state university penn state beaver,100 University Drive Monaca PA 15061,(40.6785 -80.29721),$24186,$33048,160,('68%' '67%' '68%'),1618,('45%' '55%'),15%,Co-ed,('40%' '60%'),72%,3%,3%,7%,5%,&lt; 1%,14%,71%
pennsylvania state university penn state berks,Tulpehocken Road Reading PA 19610,(40.36063 -75.970106),$27210,$37224,538,('85%' '82%' '87%'),3393,('49%' '51%'),19%,Co-ed,('37%' '63%'),75%,4%,5%,8%,13%,&lt; 1%,6%,68%
pennsylvania state university penn state erie behrend college,4701 College Drive Erie PA 16563,(42.12032 -79.98643),$29176,$36190,746,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),84%,9%,4%,4%,3%,&lt; 1%,6%,83%
pennsylvania state university penn state greater allegheny,4000 University Drive McKeesport PA 15132,(40.34495 -79.82663),$24186,$33048,103,('73%' '72%' '73%'),524,('46%' '54%'),27%,Co-ed,('42%' '58%'),83%,3%,6%,19%,5%,&lt; 1%,6%,63%
pennsylvania state university penn state harrisburg,777 West Harrisburg Pike Middletown PA 17057,(40.19699 -76.7443),$27696,$37710,1056,('87%' '85%' '88%'),7456,('43%' '57%'),16%,Co-ed,('35%' '65%'),86%,14%,11%,11%,8%,&lt; 1%,7%,63%
pennsylvania state university penn state hazleton,76 University Drive Hazleton PA 18202,(40.98284 -76.03273),$24972,$34244,169,('78%' '78%' '77%'),578,('55%' '45%'),37%,Co-ed,('49%' '51%'),73%,0%,3%,8%,16%,&lt; 1%,5%,68%
pennsylvania state university penn state mont alto,1 Campus Drive Mont Alto PA 17237,(39.84154 -77.54286),$24186,$33048,203,('70%' '67%' '74%'),720,('62%' '38%'),40%,Co-ed,('56%' '44%'),79%,0%,3%,5%,6%,&lt; 1%,17%,70%
pennsylvania state university penn state schuylkill,200 University Drive Schuylkill Haven PA 17972,(40.64221 -76.16697),$23269,$32541,184,('70%' '68%' '74%'),853,('69%' '31%'),31%,Co-ed,('63%' '37%'),77%,1%,2%,12%,7%,&lt; 1%,9%,69%
pennsylvania western university california,250 University Ave California PA 15419,(40.066 -79.88651),$21524,$26142,815,('97%' '97%' '96%'),3933,('61%' '39%'),21%,Co-ed,('60%' '40%'),71%,1%,1%,12%,3%,&lt; 1%,6%,77%
pennsylvania western university clarion,840 Wood Street Clarion PA 16214,(41.21169 -79.38154),$24153,$29032,522,('99%' '99%' '98%'),1642,('65%' '35%'),32%,Co-ed,('66%' '34%'),74%,1%,1%,8%,3%,&lt; 1%,6%,82%
pennwest edinboro,219 Meadville Street Edinboro PA 16444,(41.86938 -80.12828),$22204,$26722,644,('92%' '94%' '89%'),3042,('61%' '39%'),23%,Co-ed,('62%' '38%'),73%,2%,1%,7%,3%,&lt; 1%,6%,82%
pensacola state college,1000 College Blvd Pensacola FL 32504-8998,(30.48125 -87.20092),$2367,$9482,766,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
pepperdine university,24255 Pacific Coast Hwy Malibu CA 90263,(34.0345 -118.70704),$76402,$76402,1024,('53%' '53%' '51%'),11855,('63%' '37%'),16%,Co-ed,('60%' '40%'),91%,12%,12%,5%,16%,&lt; 1%,10%,57%
peru state college,600 Hoyt Street Peru NE 68421,(40.47568 -95.73227),$16360,$16360,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),62%,1%,1%,5%,6%,&lt; 1%,4%,83%
pfeiffer university,48380 US Hwy 52N Misenheimer NC 28109,(35.48232 -80.281),$44754,$44754,189,('73%' '70%' '74%'),1317,('47%' '53%'),20%,Co-ed,('47%' '53%'),64%,3%,1%,25%,7%,1%,3%,63%
philander smith college,900 W. Daisy Bates Drive Little Rock AR 72202-3799,(34.73665 -92.28254),$21264,$21264,90,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,5%,&lt; 1%,96%,1%,1%,1%,&lt; 1%
phillips community college of the university of arkansas,1000 Campus Drive Helena AR 72342-0785,(34.545817 -90.618232),$3410,$4910,117,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,0%,1%,45%,3%,&lt; 1%,3%,47%
phoenix college,1202 W Thomas Rd Phoenix AZ 85013,(33.48216 -112.08739),$2070,$7854,462,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,1%,3%,8%,58%,2%,6%,22%
piedmont community college,1715 College Dr Roxboro NC 27573,(36.43104 -78.97965),$2551,$8695,6,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),70%,0%,&lt; 1%,27%,7%,1%,4%,62%
piedmont technical college,620 North Emerald Road Greenwood SC 29646,(34.20801 -82.12051),$5315,$6593,502,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,0%,1%,32%,7%,&lt; 1%,4%,56%
piedmont university,1021 Central Ave Demorest GA 30535,(34.56602 -83.54435),$39540,$39540,249,('67%' '68%' '64%'),2124,('64%' '36%'),17%,Co-ed,('62%' '38%'),62%,0%,1%,11%,7%,&lt; 1%,14%,67%
piedmont virginia community college,501 College Drive Charlottesville VA 22902-7589,(38.00541 -78.48787),$4790,$10793,355,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,1%,4%,12%,9%,&lt; 1%,11%,64%
pierce college fort steilacoom,9401 Farwest Dr SW Lakewood WA 98498,(47.17314 -122.57186),$15546,$16008,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),n/a,n/a
pikes peak community college,5675 S Academy Blvd Colorado Springs CO 80906-5498,(38.76548 -104.78533),$3981,$15403,929,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
pima community college,4905C East  Broadway Blvd. Tucson AZ 85709-1275,(32.2226 -110.88667),$2250,$7566,855,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,1%,3%,5%,47%,2%,5%,38%
pine technical and community college,900 4th St SE Pine City MN 55063,(45.81929 -92.96762),$4489,$8526,101,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,0%,1%,3%,3%,1%,14%,78%
pitt community college,1986 Pitt Tech Road Winterville NC 28590,(35.55001 -77.40637),$1940,$6548,510,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,0%,1%,31%,10%,1%,7%,49%
pittsburg state university,1701 S Broadway Pittsburg KS 66762,(37.39145 -94.70506),$15940,$27284,812,('94%' '95%' '91%'),2216,('59%' '41%'),39%,Co-ed,('51%' '49%'),75%,5%,1%,4%,6%,1%,7%,81%
pittsburgh career institute,421 Seventh Avenue Pittsburgh PA 15219-1907,(40.4425 -79.996),$15866,$15866,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),92%,0%,1%,40%,1%,1%,6%,51%
pittsburgh institute of aeronautics,5 Allegheny County Airport West Mifflin PA 15122,(40.35106 -79.92703),$16650,$16650,198,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,3%,2%,6%,5%,1%,4%,83%
pittsburgh technical college,1111 McKee Road Oakdale PA 15071,(40.42467 -80.19183),$28330,$28330,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),85%,0%,1%,7%,&lt; 1%,&lt; 1%,21%,69%
pitzer college,1050 North Mills Avenue Claremont CA 91711,(34.10291 -117.70492),$77158,$77158,357,('18%' '17%' '20%'),3676,('66%' '34%'),53%,Co-ed,('63%' '37%'),91%,9%,10%,7%,17%,1%,14%,51%
platt college aurora,3100 S Parker Rd Aurora CO 80014-3141,(39.66094 -104.85469),$20590,$20590,6,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),71%,0%,5%,7%,23%,&lt; 1%,7%,59%
platt college los angeles,1000 South Fremont Avenue A9W Alhambra CA 91803,(34.08082 -118.15037),$15089,$15089,,n/a,n/a,n/a,n/a,Very diverse,('n/a' 'n/a'),n/a,n/a
platt college ontario,3700 Inland Empire Boulevard Ste 400 Ontario CA 91764,(34.06882 -117.5722),$15089,$15089,,n/a,n/a,n/a,n/a,Very diverse,('n/a' 'n/a'),n/a,n/a
platt college san diego,6250 El Cajon Blvd San Diego CA 92115-3919,(32.76354 -117.06338),$16378,$16378,,n/a,n/a,n/a,n/a,Diverse,('n/a' 'n/a'),n/a,n/a
plaza college,118-33 Queens Boulevard Forest Hills NY 11375,(40.71474 -73.83139),$13450,$13450,226,('30%' '30%' '29%'),1370,('80%' '20%'),55%,Co-ed,('80%' '20%'),n/a,n/a
plymouth state university,17 High Street Plymouth NH 03264,(43.76037 -71.68914),$26072,$36012,936,('92%' '94%' '88%'),6856,('51%' '49%'),15%,Co-ed,('47%' '53%'),69%,1%,2%,2%,2%,1%,11%,82%
point loma nazarene university,3900 Lomaland Dr San Diego CA 92106,(32.71948 -117.248663),$50800,$50800,662,('84%' '80%' '90%'),3060,('67%' '33%'),26%,Co-ed,('64%' '36%'),85%,1%,8%,2%,27%,&lt; 1%,10%,52%
point park university,201 Wood St Pittsburgh PA 15222,(40.4387 -80.00181),$47610,$47610,601,('82%' '84%' '77%'),6076,('71%' '29%'),12%,Co-ed,('67%' '33%'),76%,4%,2%,16%,4%,&lt; 1%,6%,72%
point university,507 West 10th Street West Point GA 31833,(32.87964 -85.18471),$29850,$29850,157,('47%' '40%' '52%'),771,('46%' '54%'),44%,Co-ed,('38%' '62%'),52%,1%,1%,34%,5%,&lt; 1%,12%,48%
polk state college,999 Avenue H NE Winter Haven FL 33881-4299,(28.03019 -81.7131),$3366,$12272,653,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,1%,3%,16%,28%,1%,5%,47%
pomeroy college of nursing at crouse hospital,765 Irving Ave Syracuse NY 13210-1687,(43.04019 -76.13792),$28452,$28452,7,('49%' '43%' '80%'),35,('85%' '15%'),41%,Co-ed,('71%' '29%'),92%,0%,2%,11%,2%,2%,17%,66%
pomona college,550 N College Ave Claremont CA 91711,(34.09914 -117.71495),$75210,$75210,451,('7%' '6%' '7%'),11620,('59%' '41%'),58%,Co-ed,('56%' '44%'),97%,11%,17%,10%,18%,1%,14%,40%
pontifical catholic university of puerto rico arecibo,Carretera 662 KM 2.3 Arecibo PR 00614-4045,(18.45431 -66.76144),$5443,$5443,40,('98%' '96%' '100%'),89,('70%' '30%'),46%,Co-ed,('75%' '25%'),80%,0%,&lt; 1%,&lt; 1%,98%,&lt; 1%,2%,&lt; 1%
pontifical catholic university of puerto rico mayaguez,482 Sur Calle Ramon Emerito Betances Mayaguez PR 00680-1713,(18.18089 -67.14518),$5443,$5443,90,('95%' '95%' '95%'),263,('73%' '27%'),37%,Co-ed,('75%' '25%'),71%,0%,&lt; 1%,&lt; 1%,99%,&lt; 1%,1%,&lt; 1%
pontifical catholic university of puerto rico ponce,2250 Boulevard Luis A. Ferre Aguayo Suite 608 Ponce PR 00717-9997,(18.04208 -66.54702),$10744,$10744,750,('85%' '85%' '84%'),1834,('71%' '29%'),48%,Co-ed,('71%' '29%'),78%,0%,&lt; 1%,&lt; 1%,98%,&lt; 1%,2%,&lt; 1%
pontifical college josephinum,7625 N High Street Columbus OH 43235,(40.12089 -83.01775),$39527,$39527,4,('80%' '0%' '80%'),5,('0%' '100%'),100%,All-male,('0%' '100%'),91%,6%,6%,2%,12%,&lt; 1%,1%,79%
porterville college,100 E College Ave Porterville CA 93257,(36.04816 -119.01517),$1409,$9359,335,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,0%,3%,1%,79%,1%,3%,14%
portland community college,12000 SW 49th Avenue Portland OR 97219-7132,(45.43821 -122.73028),$4810,$9670,1893,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,1%,8%,5%,19%,1%,12%,55%
portland state university psu,724 SW Harrison Portland OR 97201,(45.51147 -122.68447),$23886,$42786,1741,('98%' '98%' '98%'),6859,('65%' '35%'),26%,Co-ed,('60%' '40%'),76%,6%,10%,4%,14%,1%,13%,58%
post university,800 Country Club Rd Waterbury CT 06723,(41.53476 -73.08023),$28210,$28210,692,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),45%,0%,1%,29%,9%,1%,21%,39%
potomac state college of west virginia university,101 Fort Ave Keyser WV 26726,(39.43932 -78.98136),$13614,$20766,400,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),39%,1%,1%,12%,3%,&lt; 1%,4%,80%
prairie state college,202 South Halsted Street Chicago Heights IL 60411-8226,(41.52782 -87.6358),$9342,$11064,233,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),53%,1%,1%,51%,24%,&lt; 1%,8%,16%
prairie view a m university pvamu,FM 1098 Road &amp; University Drive Prairie View TX 77446,(30.08792 -95.98894),$20256,$35831,1811,('77%' '81%' '67%'),6753,('69%' '31%'),35%,Co-ed,('73%' '27%'),74%,2%,2%,84%,9%,&lt; 1%,2%,2%
pratt community college,348 NE SR 61 Pratt KS 67124,(37.65457 -98.71562),$10028,$10544,238,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,4%,1%,6%,10%,1%,21%,61%
pratt institute,200 Willoughby Ave Brooklyn NY 11205,(40.69203 -73.96398),$70258,$70258,1132,('68%' '69%' '62%'),7922,('75%' '25%'),21%,Co-ed,('74%' '26%'),88%,28%,16%,5%,13%,&lt; 1%,15%,50%
presbyterian college,503 South Broad Street Clinton SC 29325,(34.46445 -81.87905),$52180,$52180,226,('71%' '74%' '66%'),1964,('51%' '49%'),16%,Co-ed,('50%' '50%'),76%,9%,1%,14%,3%,&lt; 1%,4%,78%
prescott college,220 Grove Ave Prescott AZ 86301,(34.54479 -112.47625),$44221,$44221,37,('99%' '99%' '100%'),147,('72%' '28%'),25%,Co-ed,('70%' '30%'),72%,1%,1%,2%,10%,4%,26%,56%
presentation college,1500 N Main Aberdeen SD 57401,(45.48113 -98.48805),$32436,$32436,99,('94%' '98%' '92%'),631,('12%' '88%'),17%,Co-ed,('32%' '68%'),64%,0%,2%,15%,6%,2%,6%,70%
prince george community college,301 Largo Rd Largo MD 20774-2199,(38.88968 -76.82513),$6026,$8474,809,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),66%,2%,4%,66%,17%,&lt; 1%,9%,4%
princeton university,1 Nassau Hall Princeton NJ 08544,(40.34834 -74.65955),$74190,$74190,1290,('4%' '4%' '4%'),37601,('50%' '50%'),78%,Co-ed,('52%' '48%'),98%,12%,23%,8%,11%,&lt; 1%,11%,46%
principia college,1 Maybeck Place Elsah IL 62028,(38.95569 -90.34739),$43090,$43090,79,('84%' '90%' '79%'),138,('44%' '56%'),68%,Co-ed,('43%' '57%'),88%,18%,4%,3%,4%,&lt; 1%,3%,86%
professional golfers career college,26109 Ynez Road Temecula CA 92591,(33.52995 -117.16293),$17608,$17608,32,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),40%,0%,2%,5%,9%,4%,5%,76%
professional skills institute,1505 Holland Road Maumee OH 43537,(41.58432 -83.67236),$13541,$13541,46,('62%' '62%' '57%'),143,('86%' '14%'),52%,Co-ed,('84%' '16%'),41%,0%,1%,49%,4%,&lt; 1%,13%,33%
providence christian college,1539 East Howard Street Pasadena CA 91104,(34.17247 -118.1192),$44234,$44234,31,('83%' '80%' '84%'),80,('37%' '63%'),47%,Co-ed,('29%' '71%'),77%,6%,2%,4%,31%,1%,8%,55%
providence college,1 Cunningham Square Providence RI 02918,(41.844086 -71.433238),$72048,$72048,1040,('58%' '57%' '58%'),11129,('56%' '44%'),16%,Co-ed,('52%' '48%'),93%,2%,2%,4%,9%,&lt; 1%,6%,78%
provo college,1450 W 820 N Provo UT 84601,(40.24479 -111.68435),$17112,$17112,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),59%,0%,2%,1%,13%,3%,5%,76%
pueblo community college,900 W Orman Ave Pueblo CO 81004-1499,(38.26243 -104.63737),$4536,$15958,225,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
purdue university,Hovde Hall of Administration West Lafayette IN 47907,(40.42672 -86.91648),$20022,$38824,10278,('69%' '77%' '63%'),59436,('39%' '61%'),25%,Co-ed,('41%' '59%'),92%,15%,9%,4%,6%,&lt; 1%,6%,75%
purdue university fort wayne,2101 E Coliseum Blvd Fort Wayne IN 46805,(41.11404 -85.11413),$18699,$31107,1293,('83%' '81%' '84%'),6007,('52%' '48%'),26%,Co-ed,('45%' '55%'),55%,2%,3%,5%,7%,&lt; 1%,4%,81%
purdue university northwest,2200 169th Street Hammond IN 46323,(41.58838 -87.47233),$16042,$22933,1067,('76%' '75%' '77%'),3642,('54%' '46%'),38%,Co-ed,('48%' '52%'),69%,4%,3%,10%,18%,&lt; 1%,4%,65%
queens university of charlotte,1900 Selwyn Ave Charlotte NC 28274,(35.18907 -80.83051),$51988,$51988,293,('69%' '71%' '62%'),3503,('70%' '30%'),12%,Co-ed,('61%' '39%'),82%,8%,2%,19%,10%,1%,7%,61%
quincy college,1250 Hancock Street Quincy MA 02169,(42.25228 -71.00415),$7176,$7176,188,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,3%,7%,26%,10%,&lt; 1%,10%,47%
quincy university,1800 College Ave Quincy IL 62301,(39.93918 -91.38694),$42210,$42210,232,('60%' '65%' '54%'),1480,('49%' '51%'),26%,Co-ed,('37%' '63%'),63%,1%,1%,10%,4%,&lt; 1%,12%,73%
quinebaug valley community college,742 Upper Maple St Danielson CT 06239-1436,(41.82542 -71.8938),$4506,$13458,189,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,0%,2%,3%,14%,&lt; 1%,6%,75%
quinnipiac university,Mt Carmel Ave Hamden CT 06518,(41.42395 -72.87925),$66960,$66960,1492,('88%' '87%' '88%'),15720,('63%' '37%'),11%,Co-ed,('61%' '39%'),86%,2%,3%,4%,9%,&lt; 1%,6%,77%
quinsigamond community college,670 West Boylston Street Worcester MA 01606-2092,(42.31396 -71.79528),$5830,$10774,702,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,0%,5%,15%,20%,1%,9%,51%
rabbi jacob joseph school,One Plainfield Ave Edison NJ 08817,(40.50097 -74.39844),$15800,$15800,29,('83%' '0%' '82%'),35,('0%' '100%'),100%,All-male,('0%' '100%'),57%,3%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
rabbinical academy mesivta rabbi chaim berlin,1593 Coney Island Ave Brooklyn NY 11230,(40.61854 -73.96398),$15450,$15450,42,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),83%,2%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
rabbinical college beth shraga,28 Saddle River Rd Monsey NY 10952-3033,(41.11448 -74.07267),$20950,$20950,24,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),89%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
rabbinical college bobover yeshiva bnei zion,1577 48th St Brooklyn NY 11219,(40.63181 -73.98529),$14500,$14500,61,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),99%,1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
rabbinical college of america,226 Sussex Ave Morristown NJ 07960-3600,(40.80791 -74.50041),$19500,$19500,58,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),82%,19%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
rabbinical college of long island,205 W Beach St Long Beach NY 11561,(40.59503 -73.6346),$14150,$14150,37,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),95%,2%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
rabbinical college of ohr shimon yisroel,215-217 Hewes St Brooklyn NY 11211,(40.70423 -73.95669),$17000,$17000,28,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),53%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
rabbinical college telshe,28400 Euclid Ave Wickliffe OH 44092,(41.59689 -81.48713),$16700,$16700,24,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),93%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
rabbinical seminary of america,76-01 147th St Flushing NY 11367,(40.72308 -73.81763),$15900,$15900,104,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),74%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
radford university,801 East Main St. Radford VA 24142,(37.13858 -80.54717),$21872,$33954,1292,('95%' '96%' '93%'),11291,('64%' '36%'),12%,Co-ed,('59%' '41%'),71%,1%,2%,17%,7%,&lt; 1%,7%,68%
ramapo college of new jersey rcnj,505 Ramapo Valley Rd Mahwah NJ 07430,(41.08288 -74.17804),$31968,$41710,900,('70%' '71%' '68%'),6930,('61%' '39%'),19%,Co-ed,('60%' '40%'),88%,3%,8%,5%,16%,1%,6%,66%
randall university,3701 S. I-35 Frontage Road Moore OK 73160,(35.37389 -97.49535),$24382,$24382,38,('55%' '63%' '50%'),197,('35%' '65%'),35%,Co-ed,('26%' '74%'),41%,8%,2%,11%,28%,7%,4%,48%
randolph college,2500 Rivermont Ave Lynchburg VA 24503,(37.43502 -79.17135),$37890,$37890,138,('94%' '95%' '91%'),1158,('63%' '37%'),13%,Co-ed,('63%' '37%'),65%,4%,4%,15%,6%,&lt; 1%,7%,68%
randolph community college,629 Industrial Park Ave Asheboro NC 27205,(35.67348 -79.82908),$2386,$8146,177,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,1%,2%,5%,19%,1%,8%,65%
randolph macon college,204 Henry St Ashland VA 23005,(37.76074 -77.47783),$58280,$58280,345,('84%' '85%' '81%'),2250,('52%' '48%'),18%,Co-ed,('54%' '46%'),86%,2%,2%,9%,4%,1%,5%,78%
ranger college,1240 College Circle Ranger TX 76470,(32.45507 -98.68487),$10420,$12070,233,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),41%,2%,1%,3%,33%,&lt; 1%,4%,59%
ranken technical college,4431 Finney Ave Saint Louis MO 63113,(38.652473 -90.248071),$24009,$24009,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),61%,0%,1%,17%,2%,&lt; 1%,11%,69%
rappahannock community college,12745 College Drive Glenns VA 23149-2616,(37.56462 -76.62423),$4820,$10823,148,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,0%,1%,18%,6%,1%,8%,66%
raritan valley community college,118 Lamington Road Branchburg NJ 08876,(40.61134 -74.69562),$6912,$6912,907,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),70%,1%,7%,11%,23%,&lt; 1%,19%,41%
rasmussen university florida,4755 Southwest 46th Court Ocala FL 34474-6226,(29.13974 -82.19739),$11707,$11707,171,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
rasmussen university minnesota,226 Park Avenue South St. Cloud MN 56301-3713,(45.54796 -94.20863),$12263,$12263,95,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
rasmussen university north dakota,4012 19th Avenue SW Fargo ND 58103-7196,(46.84977 -96.84869),$10901,$10901,18,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
reading area community college,10 S Second St Reading PA 19603,(40.33449 -75.93378),$10170,$11220,333,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,0%,2%,9%,34%,1%,3%,51%
red rocks community college,13300 W Sixth Ave Lakewood CO 80228-1255,(39.72491 -105.15224),$4379,$15801,537,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),100%,1%,3%,2%,21%,1%,8%,64%
