Name,Address,Geo Location,in state,out of state,First Year Students,Acceptance Rate (T/F/M),Total Applicants,Applicants Stats (F/M),Percent Accepted that Attend,Sex,Percent (F/M),Retention,International Students,Asian and Pacific Islander,Black,Hispanic,Native American,Other,White
university of massachusetts amherst umass amherst,374 Whitmore Building 181 Presidents Drive Amherst MA 01003,(42.38639 -72.52544),$30034,$50559,4872,('66%' '71%' '58%'),42540,('53%' '47%'),17%,Co-ed,('54%' '46%'),91%,7%,10%,5%,7%,&lt; 1%,10%,68%
university of massachusetts boston umass boston,100 Morrissey Boulevard Boston MA 02125,(42.31131 -71.03861),$32811,$53273,2246,('79%' '81%' '73%'),16383,('63%' '37%'),17%,Co-ed,('58%' '42%'),76%,12%,14%,18%,16%,&lt; 1%,15%,37%
university of massachusetts dartmouth umass dartmouth,285 Old Westport Rd North Dartmouth MA 02747,(41.63423 -71.00653),$30383,$46128,1265,('92%' '93%' '90%'),7983,('54%' '46%'),17%,Co-ed,('49%' '51%'),71%,3%,4%,15%,9%,&lt; 1%,13%,59%
university of massachusetts global,16355 Laguna Canyon Road Irvine CA 92618,(33.65598 -117.76936),$12480,$12480,30,('93%' '92%' '93%'),168,('56%' '44%'),49%,Co-ed,('63%' '37%'),19%,0%,5%,11%,13%,2%,15%,55%
university of massachusetts lowell umass lowell,1 University Ave Lowell MA 01854,(42.65257 -71.32539),$29268,$47194,1907,('85%' '86%' '83%'),12493,('47%' '53%'),18%,Co-ed,('40%' '60%'),85%,4%,11%,6%,11%,&lt; 1%,9%,62%
university of memphis,Southern Avenue Memphis TN 38152,(35.11227 -89.89512),$19410,$23442,2593,('95%' '96%' '93%'),14916,('63%' '37%'),18%,Co-ed,('58%' '42%'),76%,2%,4%,36%,5%,&lt; 1%,5%,50%
university of miami,University of Miami Coral Gables FL 33146,(25.71145 -80.2816),$70740,$70740,2766,('28%' '25%' '33%'),42245,('59%' '41%'),23%,Co-ed,('53%' '47%'),92%,15%,6%,10%,28%,&lt; 1%,9%,48%
university of michigan,503 Thompson Street Ann Arbor MI 48109,(42.27613 -83.7432),$28770,$65824,7290,('20%' '22%' '17%'),79743,('49%' '51%'),45%,Co-ed,('55%' '45%'),97%,8%,15%,5%,6%,&lt; 1%,9%,65%
university of michigan dearborn,4901 Evergreen Rd Dearborn MI 48128-1491,(42.31379 -83.22733),$13816,$28048,1052,('69%' '72%' '64%'),8057,('52%' '48%'),20%,Co-ed,('48%' '52%'),84%,9%,10%,8%,7%,&lt; 1%,6%,69%
university of michigan flint,303 E. Kearsley Street Flint MI 48502,(43.01888 -83.68673),$24344,$36568,493,('74%' '76%' '69%'),4021,('63%' '37%'),17%,Co-ed,('57%' '43%'),72%,4%,2%,14%,5%,1%,7%,71%
university of minnesota crookston,2900 University Ave Crookston MN 56716,(47.8024 -96.61152),$21976,$21976,168,('48%' '49%' '46%'),1196,('56%' '44%'),29%,Co-ed,('61%' '39%'),68%,3%,2%,4%,3%,1%,33%,56%
university of minnesota duluth umd,515 Darland Administration Bldg Duluth MN 55812,(46.81244 -92.08832),$22646,$27944,2029,('80%' '81%' '76%'),9610,('54%' '46%'),27%,Co-ed,('50%' '50%'),79%,2%,4%,2%,3%,1%,10%,81%
university of minnesota morris,309 Behmler Hall Morris MN 56267,(45.58643 -95.91445),$22912,$25004,293,('76%' '76%' '75%'),2619,('53%' '47%'),15%,Co-ed,('54%' '46%'),78%,12%,4%,2%,6%,9%,15%,64%
university of minnesota rochester,111 South Broadway Suite 300 Rochester MN 55904,(44.02239 -92.4631),$25112,$25112,174,('80%' '83%' '70%'),1123,('76%' '24%'),19%,Co-ed,('85%' '15%'),80%,0%,13%,8%,5%,&lt; 1%,5%,69%
university of minnesota twin cities minnesota,100 Church Street SE Minneapolis MN 55455,(44.97588 -93.23386),$26188,$44752,6883,('73%' '76%' '68%'),35905,('53%' '47%'),26%,Co-ed,('57%' '43%'),93%,8%,10%,5%,5%,&lt; 1%,9%,70%
university of mississippi ole miss,Oxford Mississippi University MS 38677,(34.36515 -89.53375),$20186,$37028,3580,('90%' '90%' '89%'),19531,('61%' '39%'),20%,Co-ed,('56%' '44%'),85%,3%,2%,14%,3%,&lt; 1%,2%,78%
university of missouri kansas city umkc,5100 Rockhill Rd. Kansas City MO 64110,(39.03442 -94.5757),$22591,$38227,1148,('76%' '78%' '71%'),4967,('66%' '34%'),30%,Co-ed,('64%' '36%'),73%,5%,6%,12%,9%,&lt; 1%,8%,64%
university of missouri mizzou,105 Jesse Hall Columbia MO 65211,(38.94442 -92.32956),$22271,$41246,4843,('77%' '77%' '74%'),19966,('58%' '42%'),32%,Co-ed,('56%' '44%'),87%,4%,3%,8%,4%,&lt; 1%,4%,81%
university of missouri st louis umsl,One University Boulevard Saint Louis MO 63121,(38.71021 -90.31251),$21820,$39138,296,('57%' '55%' '58%'),3054,('61%' '39%'),17%,Co-ed,('53%' '47%'),76%,2%,5%,14%,3%,&lt; 1%,6%,71%
university of mobile,5735 College Parkway Drive Mobile AL 36613,(30.79649 -88.1286),$34943,$34943,253,('64%' '63%' '65%'),1774,('73%' '27%'),22%,Co-ed,('65%' '35%'),76%,4%,2%,22%,2%,1%,4%,68%
university of montana,Missoula Montana Missoula MT 59812,(46.86135 -113.98128),$18486,$39470,1542,('82%' '82%' '81%'),7233,('57%' '43%'),26%,Co-ed,('58%' '42%'),68%,2%,1%,1%,5%,3%,12%,78%
university of montana western umw,710 S Atlantic Dillon MT 59725,(45.20942 -112.64092),$14006,$25470,229,('33%' '33%' '32%'),1275,('61%' '39%'),54%,Co-ed,('59%' '41%'),75%,0%,1%,1%,4%,5%,9%,80%
university of montevallo,Station 6001 Montevallo AL 35115,(33.16944 -86.82055),$23646,$36666,493,('90%' '91%' '87%'),4045,('69%' '31%'),14%,Co-ed,('63%' '37%'),76%,2%,1%,17%,5%,&lt; 1%,7%,69%
university of mount olive,634 Henderson St Mount Olive NC 28365,(35.20801 -78.07083),$31788,$31788,239,('83%' '80%' '86%'),1676,('59%' '41%'),17%,Co-ed,('52%' '48%'),67%,4%,1%,29%,7%,1%,8%,53%
university of mount union,1972 Clark Ave. Alliance OH 44601,(40.90231 -81.1093),$44300,$44300,493,('80%' '82%' '77%'),3514,('45%' '55%'),18%,Co-ed,('50%' '50%'),77%,2%,1%,7%,3%,1%,8%,81%
university of nebraska at kearney,2504 9th Avenue Kearney NE 68849,(40.70093 -99.09391),$19066,$25318,958,('90%' '90%' '89%'),6076,('60%' '40%'),17%,Co-ed,('61%' '39%'),80%,9%,1%,3%,12%,&lt; 1%,3%,82%
university of nebraska lincoln unl,14th and R St Lincoln NE 68588,(40.81689 -96.7011),$21792,$38922,4736,('81%' '81%' '81%'),17775,('54%' '46%'),33%,Co-ed,('53%' '47%'),83%,9%,3%,3%,7%,&lt; 1%,5%,82%
university of nebraska omaha uno,6001 Dodge St Omaha NE 68182,(41.25961 -96.00821),$18550,$32132,2166,('87%' '87%' '86%'),8821,('58%' '42%'),28%,Co-ed,('57%' '43%'),75%,4%,4%,7%,13%,&lt; 1%,6%,70%
university of nevada las vegas unlv,4505 S Maryland Pky Las Vegas NV 89154,(36.10602 -115.13805),$20249,$36340,4125,('83%' '85%' '80%'),13025,('57%' '43%'),38%,Co-ed,('56%' '44%'),76%,4%,17%,8%,30%,&lt; 1%,13%,33%
university of nevada reno,North Virginia Street Reno NV 89557,(39.54746 -119.82098),$20804,$36896,3412,('88%' '89%' '87%'),9421,('54%' '46%'),41%,Co-ed,('53%' '47%'),81%,2%,8%,3%,21%,1%,9%,58%
university of new england,11 Hills Beach Rd Biddeford ME 04005,(43.45847 -70.3893),$55470,$55470,595,('90%' '91%' '87%'),4760,('67%' '33%'),14%,Co-ed,('67%' '33%'),76%,0%,7%,4%,&lt; 1%,1%,34%,55%
university of new hampshire at manchester,88 Commercial Street Manchester NH 03101,(42.98743 -71.46836),$28151,$46351,66,('83%' '85%' '78%'),311,('55%' '45%'),26%,Co-ed,('51%' '49%'),84%,0%,4%,2%,4%,&lt; 1%,16%,74%
university of new hampshire unh,105 Main St. Thompson Hall Durham NH 03824,(43.13713 -70.93253),$31328,$49568,2795,('87%' '89%' '82%'),20149,('59%' '41%'),16%,Co-ed,('58%' '42%'),86%,4%,3%,1%,4%,&lt; 1%,8%,84%
university of new haven unh,300 Boston Post Road West Haven CT 06516,(41.29272 -72.96066),$60828,$60828,1277,('94%' '95%' '92%'),10272,('61%' '39%'),13%,Co-ed,('60%' '40%'),76%,6%,4%,12%,12%,&lt; 1%,8%,63%
university of new mexico gallup campus,705 Gurley Ave. Gallup NM 87301,(35.50142 -108.72625),$1932,$4708,130,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,1%,3%,1%,26%,57%,4%,10%
university of new mexico los alamos campus,4000 University Dr Los Alamos NM 87544,(35.88591 -106.31896),$2076,$5568,40,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,2%,4%,1%,50%,8%,5%,32%
university of new mexico taos campus,1157 County Road 110 Ranchos de Taos NM 87557,(36.35072 -105.65037),$1872,$4752,47,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),33%,1%,2%,1%,55%,9%,6%,27%
university of new mexico unm,1700 Lomas Blvd NE Albuquerque NM 87106,(35.0902 -106.62523),$18301,$35639,3077,('97%' '97%' '97%'),11346,('58%' '42%'),28%,Co-ed,('57%' '43%'),74%,3%,4%,3%,49%,6%,5%,33%
university of new mexico valencia county campus,280 La Entrada Los Lunas NM 87031-7633,(34.72868 -106.7082),$1878,$5130,122,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,1%,2%,1%,65%,6%,4%,22%
university of new orleans uno,2000 Lakeshore Drive New Orleans LA 70148,(30.0294 -90.06419),$20568,$25404,1151,('81%' '80%' '81%'),5633,('63%' '37%'),25%,Co-ed,('53%' '47%'),71%,4%,9%,17%,13%,&lt; 1%,6%,55%
university of north alabama,One Harrison Plaza Florence AL 35632,(34.80867 -87.679),$18586,$28186,1013,('90%' '89%' '91%'),3410,('67%' '33%'),33%,Co-ed,('62%' '38%'),75%,3%,2%,14%,3%,1%,9%,71%
university of north carolina at asheville,One University Heights Asheville NC 28804,(35.61441 -82.56287),$17567,$34915,605,('82%' '84%' '76%'),4550,('64%' '36%'),16%,Co-ed,('62%' '38%'),73%,1%,2%,5%,6%,1%,7%,79%
university of north carolina at chapel hill unc,103 South Bldg Cb 9100 Chapel Hill NC 27599,(35.90869 -79.05213),$20910,$48773,4690,('20%' '20%' '19%'),50729,('60%' '40%'),45%,Co-ed,('62%' '38%'),97%,3%,11%,8%,8%,1%,9%,63%
university of north carolina at charlotte unc charlotte,9201 University City Blvd Charlotte NC 28223,(35.3014 -80.73126),$20083,$33517,4256,('79%' '80%' '77%'),20366,('56%' '44%'),26%,Co-ed,('51%' '49%'),82%,3%,7%,17%,10%,&lt; 1%,7%,58%
university of north carolina at greensboro unc greensboro,1400 Spring Garden St Greensboro NC 27402,(36.06535 -79.81296),$17154,$32313,2543,('91%' '91%' '89%'),10696,('67%' '33%'),26%,Co-ed,('66%' '34%'),77%,2%,5%,28%,9%,&lt; 1%,7%,50%
university of north carolina at pembroke,One University Drive Pembroke NC 28372,(34.68998 -79.20085),$14179,$18179,896,('92%' '93%' '89%'),5578,('62%' '38%'),17%,Co-ed,('55%' '45%'),74%,1%,2%,34%,5%,16%,5%,38%
university of north carolina at wilmington unc wilmington,601 South College Road Wilmington NC 28403,(34.2273 -77.87915),$18584,$32649,2435,('68%' '71%' '60%'),15792,('64%' '36%'),23%,Co-ed,('67%' '33%'),83%,2%,2%,5%,7%,1%,7%,79%
university of north carolina school of the arts uncsa,1533 South Main St. Winston-Salem NC 27127,(36.07599 -80.24007),$20443,$37677,208,('30%' '30%' '28%'),1321,('64%' '36%'),53%,Co-ed,('62%' '38%'),88%,2%,3%,10%,6%,1%,7%,73%
university of north dakota und,264 Centennial Drive Stop 8193 Grand Forks ND 58202,(47.91994 -97.07363),$20518,$24959,1755,('89%' '91%' '86%'),5962,('46%' '54%'),33%,Co-ed,('49%' '51%'),80%,7%,2%,3%,4%,1%,7%,82%
university of north florida,1 UNF Drive Jacksonville FL 32224,(30.27248 -81.50714),$16345,$30749,2574,('77%' '79%' '74%'),16004,('62%' '38%'),21%,Co-ed,('58%' '42%'),82%,2%,5%,10%,12%,&lt; 1%,6%,67%
university of north georgia,82 College Circle Dahlonega GA 30597,(34.53037 -83.98537),$16961,$27180,4043,('81%' '81%' '80%'),10380,('55%' '45%'),48%,Co-ed,('54%' '46%'),79%,2%,3%,4%,12%,&lt; 1%,4%,75%
university of north texas at dallas,7300 University Hills Drive Dallas TX 75241,(32.65959 -96.80393),$18820,$31060,367,('90%' '91%' '86%'),2618,('64%' '36%'),16%,Co-ed,('65%' '35%'),73%,1%,2%,33%,51%,&lt; 1%,3%,11%
university of north texas unt,1501 W.Chestnut Ave. Denton TX 76203,(33.21156 -97.14872),$21248,$31064,5563,('81%' '83%' '78%'),24858,('57%' '43%'),27%,Co-ed,('55%' '45%'),78%,4%,6%,14%,25%,&lt; 1%,7%,47%
university of northern colorado unc,Carter Hall - Rm 4000 Greeley CO 80639,(40.40767 -104.69465),$22818,$35937,1256,('91%' '92%' '88%'),10152,('66%' '34%'),14%,Co-ed,('69%' '31%'),72%,2%,2%,4%,20%,&lt; 1%,14%,59%
university of northern iowa,1227 W 27th St Cedar Falls IA 50614,(42.5131 -92.46209),$18213,$28913,1553,('86%' '87%' '82%'),4772,('62%' '38%'),38%,Co-ed,('64%' '36%'),84%,4%,2%,3%,4%,&lt; 1%,6%,84%
university of northwestern ohio,1441 N Cable Rd Lima OH 45805,(40.75938 -84.14713),$18450,$18450,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),51%,4%,1%,4%,3%,&lt; 1%,25%,68%
university of northwestern st paul,3003 Snelling Ave N Saint Paul MN 55113,(45.038616 -93.168201),$44448,$44448,396,('82%' '85%' '79%'),1415,('53%' '47%'),34%,Co-ed,('56%' '44%'),77%,1%,3%,3%,4%,&lt; 1%,7%,83%
university of notre dame,400 Main Building Notre Dame IN 46556,(41.70331 -86.23876),$75147,$75147,2059,('15%' '14%' '16%'),23642,('51%' '49%'),58%,Co-ed,('48%' '52%'),98%,7%,5%,4%,11%,&lt; 1%,6%,73%
university of oklahoma,660 Parrington Oval Norman OK 73019,(35.21037 -97.44596),$23712,$39516,4582,('85%' '86%' '83%'),17318,('57%' '43%'),31%,Co-ed,('56%' '44%'),90%,5%,7%,5%,10%,4%,12%,63%
university of oregon,110 Johnson Hall Eugene OR 97403,(44.0455 -123.07192),$27930,$53973,4589,('93%' '94%' '91%'),31558,('58%' '42%'),16%,Co-ed,('57%' '43%'),85%,13%,7%,3%,13%,1%,10%,66%
university of pennsylvania upenn,34th &amp; Spruce Street Philadelphia PA 19104,(39.95103 -75.1974),$79014,$79014,2418,('6%' '6%' '5%'),56332,('52%' '48%'),73%,Co-ed,('54%' '46%'),98%,14%,23%,8%,11%,&lt; 1%,9%,48%
university of pikeville,147 Sycamore St Pikeville KY 41501,(37.4791 -82.52086),$30850,$30850,282,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,2%,1%,6%,1%,1%,&lt; 1%,92%
university of pittsburgh bradford,300 Campus Drive Bradford PA 16701,(41.94521 -78.67139),$24194,$35834,311,('73%' '72%' '75%'),1243,('60%' '40%'),34%,Co-ed,('54%' '46%'),69%,2%,3%,12%,5%,1%,8%,71%
university of pittsburgh greensburg,150 Finoli Drive Greensburg PA 15601,(40.27646 -79.53216),$25618,$37258,328,('91%' '91%' '90%'),733,('58%' '42%'),49%,Co-ed,('55%' '45%'),67%,1%,5%,6%,6%,&lt; 1%,7%,76%
university of pittsburgh johnstown,450 Schoolhouse Road Johnstown PA 15904,(40.269624 -78.83765),$24688,$36328,465,('92%' '88%' '94%'),1452,('48%' '52%'),35%,Co-ed,('41%' '59%'),73%,2%,2%,4%,2%,&lt; 1%,7%,85%
university of pittsburgh pitt,4200 Fifth Avenue Pittsburgh PA 15260,(40.44455 -79.95462),$32182,$47214,4875,('67%' '68%' '63%'),34656,('57%' '43%'),21%,Co-ed,('59%' '41%'),93%,4%,10%,5%,4%,&lt; 1%,6%,74%
university of pittsburgh titusville,504 East Main Street Titusville PA 16354,(41.62831 -79.66512),$11792,$21882,5,('47%' '44%' '66%'),32,('90%' '10%'),33%,Co-ed,('60%' '40%'),0%,0%,3%,&lt; 1%,3%,3%,6%,85%
university of portland,5000 N Willamette Blvd Portland OR 97203,(45.57406 -122.72343),$64472,$64472,911,('81%' '80%' '81%'),12044,('68%' '32%'),9%,Co-ed,('62%' '38%'),90%,3%,15%,1%,13%,&lt; 1%,10%,59%
university of providence,1301 Twentieth St S Great Falls MT 59405,(47.4913 -111.27304),$36558,$36558,103,('100%' '100%' '100%'),199,('62%' '38%'),52%,Co-ed,('50%' '50%'),52%,2%,5%,3%,11%,1%,10%,70%
university of puerto rico aguadilla,Belt St. Ramey Base Aguadilla PR 00604-6150,(18.50054 -67.13778),$5570,$5570,545,('90%' '89%' '90%'),719,('61%' '39%'),84%,Co-ed,('63%' '37%'),76%,0%,&lt; 1%,1%,98%,&lt; 1%,&lt; 1%,&lt; 1%
university of puerto rico arecibo,Finca las Dunas Carr 653 Ruta 129 Km 8 Arecibo PR 00614-4010,(18.4851 -66.67235),$4940,$4940,706,('56%' '57%' '53%'),1589,('60%' '40%'),80%,Co-ed,('59%' '41%'),79%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
university of puerto rico at ponce,2151 Santiago de los Caballeros Avenue Ponce PR 00716-9996,(17.99173 -66.60633),$4970,$4970,605,('49%' '45%' '53%'),1575,('57%' '43%'),79%,Co-ed,('50%' '50%'),78%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
university of puerto rico bayamon,Road 174 #170 Minillas Industrial Park Bayamon PR 00959,(18.37736 -66.14188),$4970,$4970,815,('79%' '75%' '82%'),1145,('47%' '53%'),90%,Co-ed,('44%' '56%'),77%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
university of puerto rico carolina,Carretera 887 Bo San Anton Carolina PR 00984-4800,(18.39559 -65.99473),$7410,$7410,620,('45%' '42%' '49%'),1908,('66%' '34%'),73%,Co-ed,('61%' '39%'),76%,0%,&lt; 1%,4%,95%,&lt; 1%,&lt; 1%,&lt; 1%
university of puerto rico cayey,205 Antonio R. Barcelo Ave. Cayey PR 00737-2230,(18.11546 -66.16222),$4790,$4790,576,('48%' '48%' '46%'),1451,('67%' '33%'),83%,Co-ed,('69%' '31%'),77%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
university of puerto rico humacao,Call Box 860 Humacao PR 00792,(18.15023 -65.82264),$4980,$4980,684,('51%' '50%' '51%'),1557,('65%' '35%'),87%,Co-ed,('65%' '35%'),82%,0%,&lt; 1%,4%,89%,&lt; 1%,7%,&lt; 1%
university of puerto rico mayaguez,259 Boulevard Alfonso Valdez Mayaguez PR 00681,(18.20974 -67.14399),$4870,$4870,1805,('50%' '45%' '54%'),4701,('51%' '49%'),77%,Co-ed,('44%' '56%'),88%,2%,&lt; 1%,&lt; 1%,93%,&lt; 1%,7%,&lt; 1%
university of puerto rico rio piedras,39 Avenida Ponce de Leon San Juan PR 00931-0000,(18.43118 -66.05886),$4940,$4940,2134,('50%' '49%' '51%'),5677,('63%' '37%'),75%,Co-ed,('63%' '37%'),80%,0%,&lt; 1%,4%,76%,1%,17%,1%
university of puerto rico utuado,Carr. # 10 Km. 52.2 Utuado PR 00641,(18.30672 -66.59916),$4970,$4970,124,('63%' '64%' '60%'),296,('52%' '48%'),67%,Co-ed,('53%' '47%'),68%,0%,&lt; 1%,4%,82%,&lt; 1%,14%,&lt; 1%
university of puget sound,1500 N. Warner Street Tacoma WA 98416,(47.26421 -122.48107),$69620,$69620,436,('88%' '92%' '83%'),5025,('51%' '49%'),9%,Co-ed,('49%' '51%'),81%,1%,7%,1%,9%,&lt; 1%,12%,71%
university of redlands,1200 E. Colton Ave Redlands CA 92373,(34.06226 -117.16394),$69628,$69628,508,('83%' '85%' '79%'),3746,('55%' '45%'),16%,Co-ed,('55%' '45%'),85%,2%,7%,4%,32%,1%,14%,42%
university of rhode island uri,Green Hall 35 Campus Avenue Kingston RI 02881,(41.48325 -71.52734),$28950,$46972,3340,('76%' '79%' '71%'),25105,('61%' '39%'),17%,Co-ed,('59%' '41%'),83%,2%,3%,6%,10%,&lt; 1%,9%,71%
university of richmond,142 UR Drive University of Richmond VA 23173,(37.57319 -77.53985),$72520,$72520,876,('29%' '27%' '31%'),13955,('58%' '42%'),22%,Co-ed,('55%' '45%'),93%,9%,8%,8%,10%,&lt; 1%,10%,64%
university of rio grande,218 N College Ave Rio Grande OH 45674,(38.88271 -82.3796),$31226,$31226,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),51%,1%,&lt; 1%,3%,1%,&lt; 1%,18%,77%
university of rochester,Wilson Blvd. - Wallis Hall Rochester NY 14627,(43.12659 -77.63158),$76766,$76766,1623,('41%' '44%' '36%'),19543,('50%' '50%'),20%,Co-ed,('51%' '49%'),95%,22%,13%,7%,9%,&lt; 1%,14%,57%
university of saint francis fort wayne,2701 Spring St Fort Wayne IN 46808,(41.08855 -85.17602),$44390,$44390,450,('99%' '99%' '98%'),1323,('62%' '38%'),34%,Co-ed,('64%' '36%'),74%,1%,2%,8%,8%,&lt; 1%,4%,79%
university of saint joseph,1678 Asylum Avenue West Hartford CT 06117,(41.77873 -72.7292),$55816,$55816,186,('78%' '81%' '69%'),1338,('71%' '29%'),18%,Co-ed,('77%' '23%'),83%,1%,5%,13%,15%,&lt; 1%,14%,52%
university of saint katherine,277 Rancheros Dr #200 San Marcos CA 92069,(33.13811 -117.16064),unknown,unknown,,n/a,n/a,n/a,n/a,n/a,('n/a' 'n/a'),n/a,n/a
university of saint mary,4100 S 4th St Leavenworth KS 66048,(39.27775 -94.90431),$40215,$40215,242,('81%' '81%' '80%'),1805,('29%' '71%'),17%,Co-ed,('47%' '53%'),62%,1%,3%,12%,14%,1%,19%,53%
university of san diego usd,5998 Alcala Park San Diego CA 92110,(32.77188 -117.18624),$69110,$69110,1166,('53%' '54%' '50%'),14326,('60%' '40%'),15%,Co-ed,('59%' '41%'),90%,11%,8%,4%,22%,&lt; 1%,10%,56%
university of san francisco usf,2130 Fulton St San Francisco CA 94117,(37.77649 -122.44986),$69612,$69612,1452,('71%' '72%' '67%'),22372,('66%' '34%'),9%,Co-ed,('68%' '32%'),83%,17%,27%,5%,25%,&lt; 1%,11%,31%
university of science and arts of oklahoma,17th Street and Grand Avenue Chickasha OK 73018,(35.02959 -97.95462),$14070,$24930,247,('63%' '66%' '57%'),1064,('68%' '32%'),36%,Co-ed,('69%' '31%'),62%,8%,1%,4%,10%,9%,13%,63%
university of scranton,800 Linden Street Scranton PA 18510,(41.40642 -75.65797),$64552,$64552,895,('80%' '78%' '83%'),9111,('61%' '39%'),12%,Co-ed,('60%' '40%'),87%,2%,3%,2%,9%,&lt; 1%,5%,81%
university of silicon valley,191 Baypointe Parkway San Jose CA 95134,(37.41395 -121.94061),$39526,$39526,16,('51%' '44%' '52%'),154,('24%' '76%'),29%,Co-ed,('17%' '83%'),63%,2%,21%,9%,23%,1%,17%,28%
university of sioux falls,1101 W 22nd St Sioux Falls SD 57105,(43.53306 -96.73886),$27830,$27830,309,('77%' '76%' '76%'),2407,('66%' '34%'),17%,Co-ed,('66%' '34%'),73%,1%,2%,5%,1%,1%,11%,81%
university of south alabama south,307 N University Blvd Mobile AL 36688,(30.69488 -88.17394),$16906,$25162,1778,('71%' '71%' '68%'),11817,('64%' '36%'),21%,Co-ed,('62%' '38%'),74%,6%,3%,24%,4%,1%,6%,63%
university of south carolina aiken usc aiken,471 University Pkwy Aiken SC 29801,(33.57405 -81.7654),$18962,$29420,526,('84%' '85%' '80%'),1808,('66%' '34%'),35%,Co-ed,('64%' '36%'),64%,3%,1%,27%,5%,&lt; 1%,6%,61%
university of south carolina beaufort,1 University Boulevard Bluffton SC 29909,(32.30394 -80.97302),$19170,$30216,424,('84%' '85%' '80%'),2193,('71%' '29%'),23%,Co-ed,('68%' '32%'),63%,2%,2%,22%,8%,1%,9%,59%
university of south carolina lancaster,476 Hubbard Drive Lancaster SC 29720-0889,(34.73592 -80.7899),$7558,$18238,361,('88%' '85%' '90%'),709,('59%' '41%'),59%,Co-ed,('55%' '45%'),47%,0%,2%,14%,6%,1%,8%,68%
university of south carolina salkehatchie,465 James Brandt Blvd Allendale SC 29810-0617,(33.01287 -81.29996),$7558,$18238,125,('72%' '71%' '73%'),369,('52%' '48%'),50%,Co-ed,('45%' '55%'),43%,2%,1%,29%,5%,1%,12%,54%
university of south carolina sumter,200 Miller Rd Sumter SC 29150-2498,(33.9325 -80.37301),$7558,$18238,259,('84%' '86%' '80%'),518,('56%' '44%'),61%,Co-ed,('53%' '47%'),51%,1%,2%,24%,6%,1%,7%,60%
university of south carolina union,309 East Academy St Union SC 29379-0729,(34.7173 -81.62107),$7558,$18238,145,('89%' '88%' '91%'),295,('54%' '46%'),56%,Co-ed,('51%' '49%'),44%,0%,1%,17%,6%,&lt; 1%,6%,69%
university of south carolina upstate usc upstate,800 University Way Spartanburg SC 29303,(34.99437 -81.97044),$20911,$31873,597,('76%' '77%' '71%'),2893,('69%' '31%'),27%,Co-ed,('69%' '31%'),65%,1%,3%,28%,5%,&lt; 1%,7%,56%
university of south carolina usc,Columbia-Campus Columbia SC 29208,(39.21304 -76.88113),$23678,$44918,6174,('62%' '62%' '60%'),42045,('61%' '39%'),24%,Co-ed,('59%' '41%'),88%,4%,3%,9%,5%,&lt; 1%,5%,78%
university of south dakota usd,414 E Clark St Vermillion SD 57069,(42.7825 -96.92494),$18032,$21542,1233,('87%' '87%' '85%'),4272,('65%' '35%'),33%,Co-ed,('65%' '35%'),77%,2%,1%,3%,4%,2%,5%,85%
university of south florida st petersburg,140 Seventh Ave S. St. Petersburg FL 33701,(27.76311 -82.63436),$20698,$28722,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),74%,1%,4%,8%,17%,&lt; 1%,7%,63%
university of south florida usf,4202 East Fowler Ave Tampa FL 33620,(28.05456 -82.413),$18978,$29892,6279,('49%' '48%' '50%'),50352,('60%' '40%'),25%,Co-ed,('57%' '43%'),91%,7%,8%,11%,22%,&lt; 1%,7%,51%
university of southern california usc,University Park Los Angeles CA 90089,(34.0239 -118.28431),$78235,$78235,3668,('13%' '11%' '13%'),71031,('55%' '45%'),41%,Co-ed,('52%' '48%'),97%,14%,23%,5%,16%,&lt; 1%,11%,44%
university of southern indiana usi,8600 University Blvd Evansville IN 47712,(37.96099 -87.6759),$19196,$30984,1327,('96%' '97%' '94%'),3867,('67%' '33%'),36%,Co-ed,('65%' '35%'),72%,2%,2%,4%,3%,&lt; 1%,3%,88%
university of southern maine,96 Falmouth St Portland ME 04103,(43.66236 -70.27793),$20242,$34242,895,('87%' '89%' '83%'),5397,('62%' '38%'),19%,Co-ed,('61%' '39%'),70%,1%,2%,5%,3%,1%,18%,72%
university of southern mississippi southern miss,118 College Drive # 0001 Hattiesburg MS 39406,(31.32842 -89.33444),$20154,$22154,1587,('96%' '96%' '94%'),9314,('67%' '33%'),18%,Co-ed,('68%' '32%'),72%,2%,1%,29%,3%,1%,4%,62%
university of st francis,500 N Wilcox St Joliet IL 60435,(41.53288 -88.09873),$45210,$45210,204,('68%' '69%' '66%'),1574,('61%' '39%'),19%,Co-ed,('58%' '42%'),79%,3%,2%,8%,20%,&lt; 1%,5%,64%
