Name,Address,Geo Location,in state,out of state,First Year Students,Acceptance Rate (T/F/M),Total Applicants,Applicants Stats (F/M),Percent Accepted that Attend,Sex,Percent (F/M),Retention,International Students,Asian and Pacific Islander,Black,Hispanic,Native American,Other,White
concordia university ann arbor,4090 Geddes Rd Ann Arbor MI 48105,(42.27524 -83.68214),$43238,$43238,237,('63%' '69%' '58%'),1573,('35%' '65%'),24%,Co-ed,('42%' '58%'),74%,2%,1%,11%,1%,1%,8%,78%
concordia university chicago,7400 Augusta River Forest IL 60305,(41.89967 -87.80955),$44740,$44740,336,('88%' '91%' '83%'),5620,('49%' '51%'),7%,Co-ed,('52%' '48%'),61%,2%,3%,15%,30%,&lt; 1%,4%,47%
concordia university irvine,1530 Concordia West Irvine CA 92612,(33.65518 -117.81124),$51300,$51300,341,('81%' '85%' '74%'),3265,('61%' '39%'),13%,Co-ed,('57%' '43%'),78%,6%,9%,5%,23%,&lt; 1%,12%,50%
concordia university nebraska,800 N Columbia Ave Seward NE 68434,(40.91335 -97.09193),$45910,$45910,316,('85%' '93%' '79%'),1888,('35%' '65%'),20%,Co-ed,('49%' '51%'),78%,2%,2%,3%,6%,&lt; 1%,11%,78%
concordia university saint paul,1282 Concordia Ave Saint Paul MN 55104,(44.95069 -93.15587),$33800,$33800,288,('68%' '71%' '62%'),2485,('60%' '40%'),17%,Co-ed,('61%' '39%'),76%,4%,8%,12%,5%,&lt; 1%,9%,65%
concordia university texas,11400 Concordia University Drive Austin TX 78726,(30.4202 -97.84012),$46770,$46770,199,('89%' '93%' '83%'),1441,('58%' '42%'),16%,Co-ed,('59%' '41%'),59%,0%,4%,12%,32%,1%,10%,42%
concordia university wisconsin,12800 N Lake Shore Dr Mequon WI 53097,(43.25352 -87.91875),$43702,$43702,514,('69%' '76%' '62%'),3544,('45%' '55%'),21%,Co-ed,('53%' '47%'),76%,5%,3%,12%,1%,1%,8%,76%
connecticut college,270 Mohegan Avenue New London CT 06320,(41.37852 -72.10365),$77575,$77575,492,('41%' '44%' '35%'),7682,('58%' '42%'),16%,Co-ed,('57%' '43%'),91%,7%,5%,4%,8%,&lt; 1%,6%,76%
connors state college,700 College Road Warner OK 74469,(35.49326 -95.3196),$11092,$14950,323,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,8%,1%,5%,7%,22%,20%,46%
conservatory of music of puerto rico,951 Ponce de Leon Avenue San Juan PR 00907-3373,(18.45398 -66.07959),$3370,$3370,12,('51%' '56%' '45%'),65,('46%' '54%'),100%,Co-ed,('51%' '49%'),69%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
contra costa college,2600 Mission Bell Dr San Pablo CA 94806,(37.96879 -122.34079),$1312,$9012,271,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,0%,19%,15%,46%,1%,9%,10%
cooper union,7 East 7th Street New York NY 10003,(40.72893 -73.99036),$64632,$64632,210,('15%' '13%' '15%'),2678,('50%' '50%'),53%,Co-ed,('46%' '54%'),91%,21%,25%,4%,14%,&lt; 1%,20%,38%
copiah lincoln community college,1001 Co-Lin Lane Wesson MS 39191,(31.69071 -90.3966),$7580,$9580,579,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,0%,&lt; 1%,40%,2%,&lt; 1%,2%,55%
copper mountain community college,6162 Rotary Way Joshua Tree CA 92252,(34.14159 -116.21208),$1114,$8482,43,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,0%,4%,8%,42%,1%,9%,36%
coppin state university,2500 West North Avenue Baltimore MD 21216,(39.30938 -76.65876),$17950,$24475,177,('48%' '49%' '44%'),2450,('71%' '29%'),15%,Co-ed,('70%' '30%'),63%,13%,1%,91%,3%,&lt; 1%,4%,2%
corban university,5000 Deer Park Dr SE Salem OR 97317,(44.88256 -122.96161),$45372,$45372,173,('38%' '38%' '35%'),2136,('63%' '37%'),22%,Co-ed,('57%' '43%'),77%,5%,3%,1%,2%,1%,15%,79%
cornell college,600 First St. SW Mount Vernon IA 52314,(41.92382 -91.42462),$58282,$58282,366,('81%' '86%' '76%'),2836,('48%' '52%'),16%,Co-ed,('46%' '54%'),82%,5%,4%,6%,9%,1%,6%,73%
cornell university,300 Day Hall Ithaca NY 14853,(42.4472 -76.48272),$77411,$77411,3718,('9%' '9%' '7%'),67380,('50%' '50%'),64%,Co-ed,('55%' '45%'),97%,11%,21%,7%,14%,&lt; 1%,14%,43%
cornerstone university,1001 E Beltline Ave NE Grand Rapids MI 49525,(42.98081 -85.59077),$37350,$37350,376,('91%' '92%' '89%'),1923,('62%' '38%'),21%,Co-ed,('56%' '44%'),79%,3%,2%,15%,6%,&lt; 1%,1%,76%
cornish college of the arts,1000 Lenora Street Seattle WA 98121,(47.61799 -122.33601),$48902,$48902,98,('64%' '63%' '64%'),666,('75%' '25%'),23%,Co-ed,('64%' '36%'),73%,1%,5%,3%,14%,1%,14%,62%
cossatot community college of the university of arkansas,183 College Drive De Queen AR 71832,(34.04321 -94.36694),$3960,$4410,173,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,0%,1%,12%,28%,1%,4%,55%
cosumnes river college,8401 Center Parkway Sacramento CA 95823-5799,(38.45355 -121.42299),$1288,$8880,1120,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),71%,0%,26%,9%,28%,2%,12%,23%
cottey college,1000 W Austin Nevada MO 64772,(37.83815 -94.3703),$31032,$31032,130,('61%' '60%' '0%'),555,('100%' '0%'),39%,All-female,('100%' '0%'),66%,14%,1%,5%,11%,2%,5%,76%
county college of morris,214 Center Grove Rd Randolph NJ 07869-2086,(40.8567 -74.57492),$9840,$13620,911,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),70%,2%,6%,5%,25%,&lt; 1%,13%,51%
covenant college,14049 Scenic Highway Lookout Mountain GA 30750,(34.96719 -85.37282),$49070,$49070,266,('89%' '89%' '87%'),794,('52%' '48%'),38%,Co-ed,('50%' '50%'),86%,3%,1%,3%,3%,&lt; 1%,4%,89%
cowley county community college,125 S 2nd St Arkansas City KS 67005,(37.06108 -97.04178),$9300,$10740,472,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,6%,1%,5%,13%,3%,9%,69%
cox college,1423 N Jefferson Springfield MO 65802-1917,(37.22546 -93.28913),$12600,$12600,n/a,('39%' '35%' '100%'),33,('93%' '7%'),31%,Enrolled women:,('0%' ''),50%,0%,2%,2%,2%,1%,9%,84%
crafton hills college,11711 Sand Canyon Road Yucaipa CA 92339-1799,(34.03955 -117.10554),$1178,$8498,409,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),68%,0%,7%,3%,51%,&lt; 1%,6%,32%
craven community college,800 College Ct New Bern NC 28562-4900,(35.11033 -77.10138),$2022,$6630,122,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,1%,4%,17%,10%,1%,8%,60%
creighton university,2500 California Plaza Omaha NE 68178,(41.26481 -95.94726),$56224,$56224,1138,('78%' '77%' '77%'),8147,('58%' '42%'),18%,Co-ed,('57%' '43%'),89%,3%,10%,3%,8%,&lt; 1%,7%,72%
crowder college,601 Laclede Ave Neosho MO 64850,(36.81555 -94.37046),$12996,$12996,698,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,1%,2%,2%,11%,2%,8%,75%
crowley s ridge college,100 College Dr Paragould AR 72450,(36.06608 -90.58595),$21750,$21750,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),41%,0%,&lt; 1%,7%,1%,&lt; 1%,&lt; 1%,91%
crown college,8700 College View Drive Saint Bonifacius MN 55375,(44.88534 -93.74216),$37590,$37590,164,('65%' '66%' '63%'),911,('44%' '56%'),28%,Co-ed,('41%' '59%'),78%,2%,6%,8%,6%,1%,3%,77%
cuesta college,Highway 1 San Luis Obispo CA 93403-8106,(35.11862 -120.62861),$1338,$8702,509,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),66%,0%,3%,3%,33%,1%,9%,52%
culinary institute of america,1946 Campus Drive Hyde Park NY 12538,(41.74506 -73.93328),$48220,$48220,720,('98%' '98%' '97%'),2056,('62%' '38%'),36%,Co-ed,('57%' '43%'),77%,16%,8%,8%,19%,&lt; 1%,8%,57%
culver stockton college,One College Hill Canton MO 63435,(40.13235 -91.51626),$37540,$37540,242,('93%' '85%' '94%'),2322,('17%' '83%'),11%,Co-ed,('40%' '60%'),67%,6%,&lt; 1%,12%,6%,&lt; 1%,3%,78%
cumberland university,1 Cumberland Square Lebanon TN 37087,(36.20578 -86.29903),$34402,$34402,591,('58%' '59%' '55%'),2692,('61%' '39%'),38%,Co-ed,('58%' '42%'),63%,3%,1%,12%,3%,1%,22%,60%
cuny borough of manhattan community college,199 Chambers St New York NY 10007,(40.71697 -74.0124),$4800,$7680,3346,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,6%,13%,26%,45%,1%,3%,11%
cuny bronx community college,2155 University Avenue Bronx NY 10453,(40.85711 -73.9097),$5206,$8086,1239,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),52%,2%,4%,28%,63%,&lt; 1%,1%,3%
cuny hostos community college,500 Grand Concourse Bronx NY 10451,(40.81639 -73.92826),$5208,$8088,753,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),52%,4%,3%,29%,61%,&lt; 1%,1%,5%
cuny john jay college of criminal justice,524 W 59th St New York NY 10019,(40.77107 -73.98919),$30010,$37960,1770,('45%' '50%' '35%'),18765,('59%' '41%'),21%,Co-ed,('68%' '32%'),80%,3%,12%,19%,51%,&lt; 1%,2%,17%
cuny kingsborough community college,2001 Oriental Blvd Brooklyn NY 11235,(40.57852 -73.93421),$4800,$7680,1443,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,2%,16%,29%,25%,&lt; 1%,2%,27%
cuny laguardia community college,31-10 Thomson Ave Long Island City NY 11101,(40.74491 -73.93495),$4800,$7680,1821,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,5%,20%,18%,48%,1%,2%,12%
cuny lehman college,250 Bedford Park Blvd West Bronx NY 10468,(40.87513 -73.89307),$23915,$31865,1582,('58%' '63%' '48%'),20132,('61%' '39%'),14%,Co-ed,('63%' '37%'),81%,3%,8%,28%,56%,&lt; 1%,1%,8%
cuny medgar evers college,1650 Bedford Ave Brooklyn NY 11225,(40.66604 -73.95675),$7352,$15302,613,('86%' '86%' '85%'),10533,('59%' '41%'),7%,Co-ed,('64%' '36%'),39%,3%,3%,76%,17%,&lt; 1%,2%,2%
cuny new york city college of technology,300 Jay St Brooklyn NY 11201,(40.6955 -73.98716),$6930,$14880,2391,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,4%,22%,28%,35%,1%,2%,12%
cuny queens college,65-30 Kissena Blvd Queens NY 11367,(40.7214 -73.8054),$22326,$30276,2100,('61%' '65%' '54%'),21777,('56%' '44%'),16%,Co-ed,('49%' '51%'),84%,5%,31%,10%,30%,&lt; 1%,1%,29%
cuny queensborough community college,222-05 56th Ave Bayside NY 11364-1497,(40.75577 -73.75698),$4800,$7680,1979,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,6%,28%,23%,32%,2%,3%,13%
cuny york college,94-20 Guy R. Brewer Blvd Jamaica NY 11451,(40.70211 -73.79527),$7358,$15308,841,('67%' '70%' '61%'),13852,('59%' '41%'),10%,Co-ed,('58%' '42%'),60%,3%,23%,37%,27%,2%,3%,8%
curry college,1071 Blue Hill Ave Milton MA 02186,(42.2344 -71.11348),$60205,$60205,516,('85%' '86%' '83%'),4728,('62%' '38%'),13%,Co-ed,('55%' '45%'),61%,2%,3%,12%,7%,&lt; 1%,12%,66%
curtis institute of music,1726 Locust St Philadelphia PA 19103,(39.94891 -75.17037),$20303,$20303,10,('5%' '6%' '2%'),228,('52%' '48%'),91%,Co-ed,('70%' '30%'),100%,39%,36%,9%,5%,&lt; 1%,&lt; 1%,50%
cuyahoga community college district,700 Carnegie Ave Cleveland OH 44115-2878,(41.49484 -81.68446),$4472,$8586,1027,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,2%,3%,24%,7%,&lt; 1%,10%,55%
cuyamaca college,900 Rancho San Diego Pky El Cajon CA 92019,(32.74554 -116.94058),$1340,$9936,366,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),70%,0%,4%,4%,35%,1%,16%,39%
cypress college,9200 Valley View Cypress CA 90630-5897,(33.82839 -118.02825),$1104,$8856,1345,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
d youville university,320 Porter Ave Buffalo NY 14201,(42.90218 -78.89052),$39608,$39608,246,('92%' '92%' '91%'),1841,('70%' '30%'),14%,Co-ed,('64%' '36%'),77%,1%,6%,10%,4%,1%,8%,71%
dabney s lancaster community college,1000 Dabney Drive Clifton Forge VA 24422-1000,(37.82395 -79.82872),$4710,$10713,114,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,0%,1%,6%,3%,&lt; 1%,7%,82%
daemen university,4380 Main St Amherst NY 14226,(42.96564 -78.78902),$44580,$44580,375,('78%' '79%' '74%'),2889,('72%' '28%'),17%,Co-ed,('74%' '26%'),78%,2%,3%,11%,7%,&lt; 1%,4%,75%
dakota college at bottineau,105 Simrall Blvd Bottineau ND 58318-1198,(48.83223 -100.44112),$13289,$15467,102,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),73%,6%,&lt; 1%,4%,5%,2%,7%,81%
dakota county technical college,1300  145th Street East Rosemount MN 55068-2999,(44.73795 -93.07785),$6208,$6208,364,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,0%,5%,11%,10%,&lt; 1%,9%,65%
dakota state university,820 N Washington Ave Madison SD 57042,(44.01261 -97.10979),$16781,$19883,366,('86%' '84%' '87%'),672,('32%' '68%'),63%,Co-ed,('27%' '73%'),67%,2%,2%,4%,4%,1%,5%,84%
dakota wesleyan university,1200 W University Ave Mitchell SD 57301,(43.69882 -98.03275),$38230,$38230,169,('76%' '72%' '77%'),1047,('36%' '64%'),21%,Co-ed,('45%' '55%'),71%,1%,1%,2%,2%,1%,4%,89%
dallas baptist university dbu,3000 Mountain Creek Parkway Dallas TX 75211,(32.71167 -96.9515),$42147,$42147,686,('94%' '93%' '94%'),6916,('64%' '36%'),11%,Co-ed,('60%' '40%'),77%,11%,3%,15%,18%,1%,&lt; 1%,63%
dallas christian college,2700 Christian Pkwy. Dallas TX 75234,(32.91335 -96.88702),$28156,$28156,111,('17%' '17%' '15%'),1100,('45%' '55%'),61%,Co-ed,('38%' '62%'),50%,3%,2%,24%,15%,&lt; 1%,12%,47%
dallas college,1601 Botham Jean Blvd. Dallas TX 75215-3604,(32.76645 -96.79384),$4050,$6000,2381,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
dallas institute of funeral service,3909 S Buckner Blvd Dallas TX 75227-4314,(32.77138 -96.68363),$13315,$13315,130,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),77%,0%,&lt; 1%,33%,7%,1%,5%,53%
dalton state college,650 College Drive Dalton GA 30720,(34.77513 -85.00175),$12403,$19309,816,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),70%,2%,2%,4%,25%,&lt; 1%,3%,65%
danville area community college,2000 E Main St Danville IL 61832-5118,(40.13185 -87.59106),$8650,$8650,208,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),58%,0%,1%,17%,6%,&lt; 1%,6%,69%
danville community college,1008 S Main St Danville VA 24541-4004,(36.56657 -79.40509),$4725,$10728,247,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),54%,0%,1%,26%,5%,&lt; 1%,5%,62%
dartmouth college,207 Parkhurst Hall Hanover NH 03755,(43.70076 -72.28944),$78456,$78456,1221,('6%' '5%' '6%'),28356,('53%' '47%'),70%,Co-ed,('51%' '49%'),97%,9%,17%,7%,11%,2%,9%,55%
davenport university,6191 Kraft Avenue S.E. Grand Rapids MI 49512,(42.85036 -85.52774),$31232,$31232,460,('98%' '98%' '97%'),2652,('58%' '42%'),18%,Co-ed,('50%' '50%'),73%,3%,3%,12%,5%,1%,14%,65%
davidson college,405 N. Main Street Davidson NC 28035,(35.50215 -80.84723),$70425,$70425,547,('18%' '17%' '17%'),6434,('54%' '46%'),48%,Co-ed,('53%' '47%'),95%,7%,6%,7%,8%,&lt; 1%,6%,73%
davidson davie community college,297 DCCC Road Thomasville NC 27360-7385,(35.86679 -80.18081),$1978,$6586,319,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,0%,2%,11%,10%,1%,6%,71%
davis and elkins college,100 Campus Dr Elkins WV 26241,(38.933099 -79.844448),$39760,$39760,170,('78%' '77%' '77%'),800,('60%' '40%'),27%,Co-ed,('53%' '47%'),68%,9%,&lt; 1%,5%,3%,&lt; 1%,31%,60%
davis college new york,400 Riverside Drive Johnson City NY 13790,(42.10192 -75.96098),$24150,$24150,2,('100%' '100%' '100%'),3,('66%' '34%'),67%,Co-ed,('50%' '50%'),67%,5%,2%,15%,4%,&lt; 1%,5%,73%
davis college ohio,433 N. Summit Street Ste. 202 Toledo OH 43604-2638,(41.65249 -83.53246),$14130,$14130,13,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),32%,14%,4%,57%,3%,&lt; 1%,9%,26%
dawson community college,300 College Dr Glendive MT 59330,(47.08586 -104.72499),$12745,$15445,122,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),58%,6%,1%,6%,6%,4%,7%,77%
daytona state college,1200 W. International Speedway Blvd. Daytona Beach FL 32114,(29.20011 -81.04818),$3106,$11994,1070,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
de anza college,21250 Stevens Creek Blvd. Cupertino CA 95014,(37.31929 -122.04272),$1395,$10620,2520,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),79%,5%,43%,3%,30%,1%,6%,18%
dean college,99 Main Street Franklin MA 02038,(42.08575 -71.39706),$60436,$60436,325,('74%' '74%' '72%'),4922,('54%' '46%'),9%,Co-ed,('48%' '52%'),64%,5%,2%,13%,8%,&lt; 1%,26%,51%
defiance college,701 N Clinton Defiance OH 43512,(41.29594 -84.36072),$45630,$45630,160,('62%' '63%' '61%'),2514,('23%' '77%'),10%,Co-ed,('35%' '65%'),55%,2%,1%,13%,7%,&lt; 1%,4%,75%
del mar college,101 Baldwin Blvd. Corpus Christi TX 78404-3897,(27.76535 -97.40666),$4820,$5930,295,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),53%,1%,2%,2%,72%,&lt; 1%,2%,22%
delaware college of art and design,600 N Market St Wilmington DE 19801-3007,(39.74205 -75.55018),$39770,$39770,64,('98%' '99%' '95%'),148,('72%' '28%'),38%,Co-ed,('69%' '31%'),75%,0%,&lt; 1%,40%,10%,&lt; 1%,9%,41%
delaware county community college,901 S Media Line Rd Media PA 19063-1094,(39.96877 -75.39666),$7500,$11250,568,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,1%,6%,30%,8%,&lt; 1%,8%,49%
delaware state university,1200 N. Dupont Highway Dover DE 19901,(39.18864 -75.53998),$21426,$31348,1023,('59%' '61%' '52%'),4764,('65%' '35%'),36%,Co-ed,('67%' '33%'),72%,5%,1%,73%,7%,&lt; 1%,10%,10%
delaware technical community college terry,100 Campus Drive Dover DE 19901,(39.19937 -75.56162),$4945,$11808,1592,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
delaware valley university,700 E Butler Ave Doylestown PA 18901,(40.29918 -75.16089),$56230,$56230,378,('93%' '94%' '90%'),1854,('55%' '45%'),22%,Co-ed,('59%' '41%'),72%,1%,2%,9%,7%,1%,14%,68%
delgado community college,615 City Park Avenue New Orleans LA 70119,(29.98383 -90.10488),$3976,$3976,933,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),49%,2%,3%,47%,11%,2%,5%,32%
delta college,1961 Delta Road University Center MI 48710,(43.55208 -83.9799),$6860,$7100,537,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,0%,1%,8%,8%,&lt; 1%,6%,76%
delta state university,1003 W Sunflower Road Cleveland MS 38733,(33.74756 -90.73275),$16474,$16474,264,('100%' '99%' '99%'),901,('59%' '41%'),29%,Co-ed,('50%' '50%'),67%,3%,1%,31%,3%,&lt; 1%,2%,64%
denison university,100 West College Street Granville OH 43023,(40.0692 -82.5201),$72660,$72660,654,('28%' '27%' '28%'),9513,('54%' '46%'),24%,Co-ed,('51%' '49%'),89%,10%,5%,7%,10%,&lt; 1%,6%,71%
denmark technical college,1126 Solomon Blatt Blvd Denmark SC 29042,(33.31144 -81.12574),$13490,$19116,96,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),38%,0%,&lt; 1%,74%,2%,1%,2%,20%
depaul university,1 E Jackson Blvd Chicago IL 60604,(41.87766 -87.62692),$57237,$57237,2838,('69%' '71%' '65%'),32075,('61%' '39%'),13%,Co-ed,('58%' '42%'),86%,3%,10%,9%,18%,&lt; 1%,8%,55%
depauw university,313 S Locust St Greencastle IN 46135,(39.64108 -86.86069),$67994,$67994,500,('65%' '67%' '61%'),5695,('53%' '47%'),14%,Co-ed,('50%' '50%'),91%,10%,4%,6%,7%,&lt; 1%,8%,75%
des moines area community college,2006 Ankeny Blvd Ankeny IA 50023-3993,(41.70647 -93.60058),$12722,$17942,1695,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),58%,0%,4%,5%,8%,&lt; 1%,18%,65%
desales university,2755 Station Avenue Center Valley PA 18034,(40.53535 -75.38004),$54300,$54300,516,('78%' '79%' '75%'),3554,('66%' '34%'),19%,Co-ed,('65%' '35%'),83%,0%,3%,5%,13%,&lt; 1%,13%,66%
design institute of san diego,8555 Commerce Ave San Diego CA 92121,(32.88092 -117.16715),$25613,$25613,3,('100%' '100%' '100%'),4,('75%' '25%'),100%,Co-ed,('75%' '25%'),50%,4%,7%,11%,27%,3%,4%,48%
dewey university carolina,Road 3 Compound 11 Lot 7 Carolina Industrial Park Carolina PR 00986,(35.43649 -82.48095),$7495,$7495,46,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
diablo valley college,321 Golf Club Rd Pleasant Hill CA 94523,(37.96939 -122.06957),$1288,$8988,1315,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),74%,2%,20%,6%,28%,1%,13%,32%
dickinson college,College and Louther Streets Carlisle PA 17013,(40.20365 -77.19622),$73985,$73985,677,('48%' '49%' '45%'),6366,('59%' '41%'),22%,Co-ed,('57%' '43%'),92%,14%,4%,5%,10%,&lt; 1%,5%,75%
dickinson state university,291 Campus Drive Dickinson ND 58601,(46.8824 -102.80007),$15622,$17442,269,('99%' '100%' '98%'),459,('49%' '51%'),59%,Co-ed,('48%' '52%'),71%,5%,1%,4%,6%,1%,6%,82%
dillard university,2601 Gentilly Blvd New Orleans LA 70122,(29.99336 -90.0664),$29750,$29750,326,('56%' '58%' '48%'),6098,('76%' '24%'),10%,Co-ed,('79%' '21%'),69%,1%,&lt; 1%,92%,&lt; 1%,1%,6%,&lt; 1%
dine college,Route 12 One Circle Drive Tsaile AZ 86556,(36.29366 -109.21263),$6350,$6350,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),n/a,n/a
divine word college,102 Jacoby Dr SW Epworth IA 52045,(42.44091 -90.9321),$18200,$18200,3,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),100%,71%,61%,11%,17%,&lt; 1%,&lt; 1%,11%
dixie state university,225 S University Avenue Saint George UT 84770,(37.09626 -113.56831),$13062,$24186,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),53%,2%,3%,2%,12%,1%,6%,77%
doane university arts and sciences,1014 Boswell Avenue Crete NE 68333,(40.62295 -96.95187),$48180,$48180,237,('77%' '85%' '72%'),1763,('34%' '66%'),17%,Co-ed,('41%' '59%'),71%,2%,1%,2%,8%,&lt; 1%,5%,84%
dodge city community college,2501 N 14th Ave Dodge City KS 67801-2399,(37.77728 -100.03564),$11670,$12030,265,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,3%,1%,8%,44%,1%,5%,41%
dominican college of blauvelt,470 Western Highway Orangeburg NY 10962,(41.04728 -73.94983),$45480,$45480,176,('77%' '81%' '69%'),1548,('62%' '38%'),15%,Co-ed,('66%' '34%'),75%,2%,7%,15%,30%,&lt; 1%,13%,35%
dominican university,7900 W Division Street River Forest IL 60305,(41.90323 -87.822),$46435,$46435,462,('81%' '83%' '76%'),3845,('66%' '34%'),15%,Co-ed,('68%' '32%'),83%,3%,4%,7%,52%,&lt; 1%,4%,34%
dominican university of california,50 Acacia Ave San Rafael CA 94901,(37.97992 -122.51397),$63682,$63682,245,('93%' '93%' '90%'),1981,('74%' '26%'),13%,Co-ed,('66%' '34%'),82%,2%,27%,5%,21%,1%,14%,32%
donnelly college,608 N 18th St Kansas City KS 66102,(39.11233 -94.65024),$8706,$8706,44,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,1%,6%,36%,39%,&lt; 1%,4%,15%
dordt college,498 4th Ave NE Sioux Center IA 51250,(43.08293 -96.16989),$44950,$44950,440,('73%' '78%' '69%'),1595,('38%' '62%'),38%,Co-ed,('47%' '53%'),76%,8%,1%,2%,3%,&lt; 1%,5%,89%
douglas education center,130 7th St Monessen PA 15062,(40.16155 -79.88861),$17950,$17950,76,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),80%,0%,1%,3%,6%,1%,6%,82%
drake university,2507 University Avenue Des Moines IA 50311,(41.60081 -93.65019),$57200,$57200,759,('69%' '71%' '65%'),7931,('59%' '41%'),14%,Co-ed,('64%' '36%'),89%,6%,4%,5%,5%,&lt; 1%,4%,82%
drew university,36 Madison Ave Madison NJ 07940,(40.76299 -74.42525),$58820,$58820,359,('80%' '82%' '75%'),3542,('59%' '41%'),13%,Co-ed,('59%' '41%'),84%,17%,6%,8%,13%,&lt; 1%,16%,57%
drexel university,3141 Chestnut St Philadelphia PA 19104,(39.95427 -75.18557),$73624,$73624,2854,('83%' '83%' '81%'),34519,('52%' '48%'),10%,Co-ed,('51%' '49%'),89%,11%,17%,9%,7%,&lt; 1%,8%,58%
drury university,900 N. Benton Ave Springfield MO 65802,(37.21957 -93.28647),$41824,$41824,320,('65%' '65%' '65%'),1949,('59%' '41%'),25%,Co-ed,('60%' '40%'),83%,10%,2%,3%,3%,1%,4%,87%
duke university,103 Allen Bldg Durham NC 27708,(35.99544 -78.8965),$76450,$76450,1744,('6%' '6%' '5%'),49703,('53%' '47%'),60%,Co-ed,('55%' '45%'),98%,11%,22%,12%,10%,1%,6%,49%
dunwoody college of technology,818 Dunwoody Blvd Minneapolis MN 55403,(44.97209 -93.29067),$35131,$35131,297,('99%' '92%' '100%'),416,('13%' '87%'),72%,Co-ed,('12%' '88%'),100%,0%,8%,5%,3%,1%,11%,74%
duquesne university,Administration Bldg 600 Forbes Ave Pittsburgh PA 15282,(40.43759 -79.9956),$57670,$57670,1233,('84%' '84%' '84%'),10509,('66%' '34%'),14%,Co-ed,('63%' '37%'),84%,4%,3%,6%,4%,&lt; 1%,5%,82%
