Name,Address,Geo Location,in state,out of state,First Year Students,Acceptance Rate (T/F/M),Total Applicants,Applicants Stats (F/M),Percent Accepted that Attend,Sex,Percent (F/M),Retention,International Students,Asian and Pacific Islander,Black,Hispanic,Native American,Other,White
central virginia community college,3506 Wards Rd Lynchburg VA 24502-2498,(37.35931 -79.18431),$4838,$10841,240,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,0%,2%,18%,4%,1%,8%,67%
central washington university cwu,400 East University Way Ellensburg WA 98926,(46.99976 -120.54311),$22623,$39151,1371,('88%' '89%' '86%'),10767,('59%' '41%'),14%,Co-ed,('52%' '48%'),69%,2%,5%,4%,17%,1%,18%,55%
central wyoming college,2660 Peck Avenue Riverton WY 82501,(43.02991 -108.42578),$11558,$17858,198,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,1%,1%,1%,15%,9%,14%,61%
central yeshiva tomchei tmimim lubavitz,841 Ocean Pky Brooklyn NY 11230-2798,(40.6278 -73.97088),$11200,$11200,80,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),80%,17%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
centralia college,600 Centralia College Blvd. Centralia WA 98531,(46.71652 -122.96068),$16044,$16513,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),n/a,n/a
centre college,625 W Walnut St Danville KY 40422,(37.64503 -84.77769),$57600,$57600,377,('69%' '78%' '59%'),2547,('48%' '52%'),22%,Co-ed,('53%' '47%'),90%,8%,5%,5%,6%,&lt; 1%,5%,79%
centura college chesapeake,932 B Ventures Way Chesapeake VA 23320,(36.76549 -76.22816),$16637,$16637,27,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
centura college newport news,616 Denbigh Blvd. Newport News VA 23608,(37.14067 -76.51716),$16637,$16637,16,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),74%,0%,2%,70%,3%,2%,13%,10%
centura college norfolk,7020 North Military Highway Norfolk VA 23518-4833,(36.90849 -76.233),$16637,$16637,35,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,0%,&lt; 1%,62%,6%,&lt; 1%,13%,19%
centura college virginia beach,2697 Dean Dr. Ste. 100 Virginia Beach VA 23452-7431,(36.83754 -76.06431),$16637,$16637,14,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
century college,3300 Century Ave N White Bear Lake MN 55110,(45.0422 -92.98348),$5907,$5907,634,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,1%,18%,12%,9%,&lt; 1%,8%,53%
cerritos college,11110 Alondra Blvd Norwalk CA 90650-6298,(33.88722 -118.09667),$1288,$9968,1891,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,0%,8%,6%,70%,1%,6%,9%
cerro coso community college,3000 College Heights Blvd Ridgecrest CA 93555-9571,(35.56879 -117.67007),$1384,$9334,168,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,0%,4%,7%,42%,3%,6%,38%
chabot college,25555 Hesperian Blvd Hayward CA 94545,(37.64287 -122.10412),$1150,$8710,771,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),71%,0%,25%,9%,42%,2%,8%,15%
chadron state college,1000 Main St Chadron NE 69337,(42.82119 -103.00192),$16378,$16408,398,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,2%,1%,3%,10%,1%,6%,79%
chaffey college,5885 Haven Ave Rancho Cucamonga CA 91737-3002,(34.14651 -117.57571),$1104,$8880,1345,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),72%,0%,7%,7%,64%,&lt; 1%,5%,15%
chaminade university of honolulu,3140 Waialae Avenue Honolulu HI 96816,(21.29018 -157.80744),$42504,$42504,290,('90%' '89%' '91%'),1502,('76%' '24%'),21%,Co-ed,('67%' '33%'),79%,1%,46%,7%,7%,1%,23%,16%
champlain college,163 S Willard St Burlington VT 05401,(44.47557 -73.20543),$58838,$58838,440,('62%' '59%' '67%'),6444,('61%' '39%'),11%,Co-ed,('34%' '66%'),77%,1%,3%,9%,9%,&lt; 1%,15%,64%
chandler gilbert community college,2626 E Pecos Rd Chandler AZ 85225-2499,(33.29194 -111.79604),$12380,$18164,867,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),66%,1%,6%,4%,27%,2%,8%,53%
chapman university,One University Dr. Orange CA 92866,(33.79346 -117.85027),$75176,$75176,1658,('60%' '62%' '57%'),15098,('63%' '37%'),18%,Co-ed,('63%' '37%'),90%,4%,12%,2%,15%,&lt; 1%,16%,55%
charles r drew university of medicine and science,1731 E 120th St Los Angeles CA 90059,(33.92458 -118.24263),$14954,$14954,15,('63%' '58%' '76%'),1185,('71%' '29%'),2%,Co-ed,('81%' '19%'),59%,1%,21%,36%,25%,1%,8%,9%
charleston southern university,9200 University Blvd Charleston SC 29406,(32.97728 -80.07027),$39962,$39962,690,('57%' '57%' '55%'),3933,('64%' '36%'),31%,Co-ed,('63%' '37%'),67%,1%,2%,22%,3%,1%,17%,55%
charter oak state college,55 Paul Manafort Drive New Britain CT 06053,(41.6886 -72.76877),$8254,$10654,2,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,0%,2%,16%,19%,&lt; 1%,7%,55%
chatfield college,20918 State Route 251 Saint Martin OH 45118-9705,(39.2133 -83.89372),$14080,$14080,8,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,0%,1%,30%,1%,1%,1%,65%
chatham university,Woodland Road Office of Institutional Research Pittsburgh PA 15232,(40.44765 -79.92346),$53103,$53103,365,('73%' '77%' '63%'),3006,('71%' '29%'),17%,Co-ed,('75%' '25%'),78%,8%,3%,6%,3%,&lt; 1%,27%,61%
chattahoochee technical college,980 S Cobb Drive Dr SE Marietta GA 30060,(33.92764 -84.55126),$3202,$5602,622,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,1%,3%,29%,17%,&lt; 1%,4%,47%
chattanooga college medical dental and technical careers,248 Northgate Mall Drive Chattanooga TN 37415,(35.13282 -85.23867),$10690,$10690,26,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,0%,1%,33%,5%,&lt; 1%,&lt; 1%,62%
chattanooga state community college,4501 Amnicola Hwy Chattanooga TN 37406-1097,(35.09639 -85.23732),$4430,$16934,1153,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),48%,0%,2%,13%,9%,&lt; 1%,5%,69%
chemeketa community college,4000 Lancaster Dr NE Salem OR 97305,(44.97684 -122.98336),$5850,$13275,1161,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,1%,2%,1%,30%,2%,21%,44%
chesapeake college,1000 College Circle Wye Mills MD 21679-0008,(38.94152 -76.08091),$5552,$7400,197,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,1%,2%,12%,7%,1%,7%,71%
chestnut hill college,9601 Germantown Ave Philadelphia PA 19118,(40.08494 -75.22877),$50435,$50435,198,('98%' '97%' '98%'),1197,('56%' '44%'),17%,Co-ed,('40%' '60%'),71%,2%,2%,35%,9%,&lt; 1%,17%,37%
cheyney university of pennsylvania,1837 University Circle Cheyney PA 19319,(39.93217 -75.53055),$21920,$27186,222,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),36%,0%,1%,79%,5%,&lt; 1%,13%,2%
chicago state university,9501 S. King Drive Chicago IL 60628,(41.7214 -87.61413),$19928,$19928,168,('48%' '51%' '39%'),4794,('65%' '35%'),7%,Co-ed,('58%' '42%'),60%,3%,1%,77%,7%,&lt; 1%,11%,3%
chief dull knife college,1 College Drive Lame Deer MT 59043,(45.62386 -106.66661),$2260,$2260,6,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
chipola college,3094 Indian Circle Marianna FL 32446,(30.78825 -85.23109),$7680,$13510,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),n/a,n/a
chippewa valley technical college,620 W Clairemont Ave Eau Claire WI 54701-6162,(44.79345 -91.50495),$4568,$6683,691,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,0%,3%,2%,3%,1%,7%,84%
chowan university,One University Place Murfreesboro NC 27855,(36.44033 -77.09959),$35480,$35480,209,('79%' '80%' '77%'),1658,('51%' '49%'),16%,Co-ed,('40%' '60%'),55%,3%,1%,71%,4%,1%,6%,18%
christ college of nursing and health sciences,2139 Auburn Avenue Cincinnati OH 45219-2989,(39.12095 -84.50853),$16405,$16405,66,('64%' '63%' '65%'),393,('91%' '9%'),27%,Co-ed,('91%' '9%'),83%,0%,2%,13%,4%,&lt; 1%,5%,75%
christian brothers university,650 East Parkway South Memphis TN 38104,(35.12821 -89.98378),$45217,$45217,271,('97%' '96%' '96%'),1167,('55%' '45%'),24%,Co-ed,('52%' '48%'),79%,3%,5%,30%,8%,1%,15%,41%
christopher newport university cnu,1 Avenue of the Arts Newport News VA 23606,(37.05998 -76.48994),$26684,$39550,1012,('89%' '90%' '85%'),6699,('56%' '44%'),17%,Co-ed,('54%' '46%'),87%,0%,3%,7%,5%,&lt; 1%,9%,75%
cincinnati state technical and community college,3520 Central Parkway Cincinnati OH 45223-2690,(39.14873 -84.53839),$5040,$9090,442,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,2%,3%,23%,4%,&lt; 1%,12%,58%
cisco college,101 College Heights Cisco TX 76437,(32.40152 -98.98382),$9589,$9589,301,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,0%,1%,7%,28%,1%,4%,58%
citrus college,1000 W Foothill Blvd Glendora CA 91741-1899,(34.13599 -117.88585),$1196,$8804,870,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),71%,2%,9%,3%,67%,&lt; 1%,5%,16%
city college altamonte springs,177 Montgomery Road Altamonte Springs FL 32714,(28.6635 -81.40238),$14355,$14355,1,('80%' '80%' '80%'),30,('83%' '17%'),83%,Co-ed,('80%' '20%'),100%,0%,2%,44%,7%,3%,11%,33%
city college fort lauderdale,2000 W. Commercial Boulevard Fort Lauderdale FL 33309,(26.18809 -80.17075),$14355,$14355,2,('94%' '100%' '83%'),16,('62%' '38%'),93%,Co-ed,('64%' '36%'),33%,0%,&lt; 1%,67%,19%,&lt; 1%,4%,11%
city college gainesville,7001 N.W. 4th Blvd. Gainesville FL 32607,(29.65607 -82.41715),$14355,$14355,2,('83%' '90%' '50%'),12,('83%' '17%'),100%,Co-ed,('90%' '10%'),17%,0%,1%,33%,7%,3%,5%,50%
city college miami,9300 S Dadeland Blvd. Suite 200 Miami FL 33156,(25.68364 -80.31681),$14355,$14355,,n/a,n/a,n/a,n/a,Very diverse,('n/a' 'n/a'),n/a,n/a
city college of new york ccny,160 Convent Ave New York NY 10031,(40.81937 -73.95009),$23832,$31782,2565,('64%' '73%' '53%'),31175,('54%' '46%'),13%,Co-ed,('55%' '45%'),83%,6%,25%,17%,41%,&lt; 1%,2%,15%
city college of san francisco,50 Frida Kahlo Drive San Francisco CA 94112-1898,(37.72393 -122.45235),$1168,$7536,1035,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),68%,2%,34%,8%,28%,1%,9%,21%
city colleges of chicago harold washington college,30 E Lake St Chicago IL 60601-2449,(41.88576 -87.62686),$11520,$14430,639,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,2%,7%,32%,44%,&lt; 1%,5%,12%
city colleges of chicago harry s truman college,1145 W Wilson Ave. Chicago IL 60640-6063,(41.9651 -87.65958),$11520,$14430,268,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,2%,12%,22%,46%,&lt; 1%,3%,17%
city colleges of chicago kennedy king college,6301 S Halsted St Chicago IL 60621-2709,(41.77951 -87.64478),$11520,$14430,141,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),46%,0%,1%,72%,20%,&lt; 1%,4%,3%
city colleges of chicago malcolm x college,1900 W Jackson Blvd Chicago IL 60612-3197,(41.87751 -87.67403),$11520,$14430,656,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,1%,3%,35%,51%,&lt; 1%,3%,8%
city colleges of chicago olive harvey college,10001 S Woodlawn Ave Chicago IL 60628-1696,(41.71109 -87.59036),$11520,$14430,116,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),54%,1%,&lt; 1%,69%,25%,&lt; 1%,3%,2%
city colleges of chicago richard j daley college,7500 S Pulaski Rd Chicago IL 60652-1299,(41.75731 -87.72219),$11520,$14430,322,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,0%,1%,11%,77%,&lt; 1%,2%,8%
city colleges of chicago wilbur wright college,4300 N Narragansett Chicago IL 60634-1500,(41.95832 -87.78765),$11520,$14430,777,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,1%,6%,6%,64%,&lt; 1%,3%,20%
clackamas community college,19600 Molalla Ave Oregon City OR 97045-8980,(45.32265 -122.57868),$5625,$13050,509,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,0%,3%,2%,13%,1%,21%,59%
claflin university,400 Magnolia Street Orangeburg SC 29115,(33.48287 -80.85368),$26526,$26526,315,('62%' '61%' '63%'),8467,('59%' '41%'),6%,Co-ed,('69%' '31%'),76%,1%,1%,93%,2%,2%,1%,2%
claremont mckenna college cmc,500 E 9th St Claremont CA 91711,(34.10266 -117.70699),$76017,$76017,358,('11%' '11%' '10%'),5632,('54%' '46%'),57%,Co-ed,('50%' '50%'),96%,17%,14%,5%,18%,&lt; 1%,14%,49%
clarendon college,1122 College Drive Clarendon TX 79226,(34.94476 -100.90214),$8668,$9598,309,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),52%,2%,2%,7%,24%,2%,18%,48%
clark atlanta university cau,223 James P Brawley Drive SW Atlanta GA 30314,(33.74951 -84.41303),$34234,$34234,1123,('58%' '60%' '51%'),16718,('77%' '23%'),12%,Co-ed,('77%' '23%'),70%,6%,&lt; 1%,90%,&lt; 1%,&lt; 1%,9%,&lt; 1%
clark college,1933 Fort Vancouver Way Vancouver WA 98663-3598,(45.63417 -122.65273),$4529,$10133,877,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
clark state college,570 E Leffel Ln Springfield OH 45501-0570,(39.89565 -83.79952),$4032,$7328,132,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),33%,0%,1%,13%,4%,&lt; 1%,8%,74%
clark university,950 Main St Worcester MA 01610,(42.25014 -71.82237),$60452,$60452,505,('48%' '50%' '44%'),8151,('59%' '41%'),13%,Co-ed,('56%' '44%'),87%,14%,9%,4%,9%,&lt; 1%,13%,64%
clarke university,1550 Clarke Dr Dubuque IA 52001,(42.5097 -90.69123),$47270,$47270,183,('89%' '93%' '86%'),2006,('26%' '74%'),10%,Co-ed,('38%' '62%'),71%,2%,2%,6%,7%,1%,5%,79%
clarks summit university,538 Venard Rd South Abington Township PA 18411,(41.4973 -75.68599),$34000,$34000,92,('58%' '63%' '55%'),417,('38%' '62%'),38%,Co-ed,('44%' '56%'),65%,0%,1%,5%,4%,&lt; 1%,2%,88%
clarkson college,101 S 42nd St Omaha NE 68131-2739,(41.25926 -95.97578),$22164,$22164,22,('96%' '95%' '100%'),25,('92%' '8%'),92%,Co-ed,('90%' '10%'),59%,0%,3%,7%,3%,1%,12%,73%
clarkson university,8 Clarkson Ave Potsdam NY 13699,(44.66699 -74.99405),$70614,$70614,740,('75%' '71%' '76%'),7011,('44%' '56%'),14%,Co-ed,('33%' '67%'),86%,4%,4%,2%,5%,&lt; 1%,6%,83%
clatsop community college,1651 Lexington Avenue Astoria OR 97103,(46.1833 -123.82368),$4230,$8010,89,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),41%,0%,&lt; 1%,2%,15%,2%,25%,56%
clayton state university,2000 Clayton State Boulevard Morrow GA 30260,(33.59424 -84.33197),$16280,$27002,673,('63%' '62%' '61%'),1843,('68%' '32%'),58%,Co-ed,('66%' '34%'),71%,1%,6%,62%,6%,&lt; 1%,6%,19%
clear creek baptist bible college,300 Clear Creek Rd Pineville KY 40977-9752,(36.72142 -83.72377),$14180,$14180,6,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),86%,0%,1%,3%,1%,&lt; 1%,3%,94%
cleary university,3750 Cleary Drive Howell MI 48843,(42.58673 -83.8805),$34830,$34830,200,('76%' '82%' '73%'),953,('31%' '69%'),28%,Co-ed,('32%' '68%'),70%,4%,2%,8%,2%,1%,24%,64%
clemson university,201 Sikes Hall Clemson SC 29634,(34.68261 -82.7812),$27792,$50784,4593,('49%' '50%' '46%'),47001,('61%' '39%'),20%,Co-ed,('57%' '43%'),93%,2%,3%,7%,4%,&lt; 1%,3%,83%
cleveland community college,137 S Post Rd Shelby NC 28152-6224,(35.28014 -81.49158),$2602,$8746,72,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,0%,1%,19%,6%,&lt; 1%,7%,67%
cleveland institute of art,11610 Euclid Avenue Cleveland OH 44106,(41.51088 -81.60284),$57355,$57355,136,('66%' '69%' '57%'),932,('71%' '29%'),22%,Co-ed,('75%' '25%'),86%,9%,4%,10%,9%,&lt; 1%,4%,73%
cleveland institute of music,11021 East Blvd Cleveland OH 44106,(41.51201 -81.60927),$55816,$55816,45,('33%' '33%' '32%'),456,('50%' '50%'),30%,Co-ed,('51%' '49%'),90%,28%,12%,3%,&lt; 1%,1%,41%,43%
cleveland state community college,3535 Adkisson Drive Cleveland TN 37312,(35.19998 -84.87902),$4400,$17216,604,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),47%,0%,1%,6%,7%,&lt; 1%,3%,83%
cleveland state university csu,2121 Euclid Avenue Cleveland OH 44115,(41.50168 -81.67482),$25909,$30872,1869,('91%' '91%' '91%'),11486,('62%' '38%'),18%,Co-ed,('55%' '45%'),72%,6%,4%,17%,6%,&lt; 1%,6%,67%
cleveland university kansas city,10850 Lowell Avenue Overland Park KS 66210,(38.93247 -94.67933),$14840,$14840,4,('100%' '100%' '100%'),14,('64%' '36%'),57%,Co-ed,('62%' '38%'),50%,0%,2%,5%,8%,2%,11%,72%
clinton college,1029 Crawford Rd Rock Hill SC 29730,(34.91392 -81.04295),$19571,$19571,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),41%,1%,&lt; 1%,66%,1%,&lt; 1%,33%,1%
clinton community college,136 Clinton Point Dr. Plattsburgh NY 12901,(44.64833 -73.44012),$6831,$12377,91,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),44%,1%,1%,2%,2%,3%,37%,54%
cloud county community college,2221 Campus Dr Concordia KS 66901-1002,(39.5553 -97.66386),$9286,$9466,249,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),58%,4%,1%,4%,8%,&lt; 1%,9%,77%
clover park technical college,4500 Steilacoom Blvd SW Lakewood WA 98499-4004,(47.17486 -122.49282),$5740,$5740,72,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
clovis community college,417 Schepps Blvd Clovis NM 88101-8381,(34.4028 -103.16647),$1616,$2984,162,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,0%,2%,4%,44%,1%,5%,44%
coahoma community college,3240 Friars Point Rd Clarksdale MS 38614,(34.2542 -90.57095),$7573,$7573,317,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,0%,&lt; 1%,94%,1%,1%,&lt; 1%,5%
coastal bend college,3800 Charco Rd Beeville TX 78102,(28.43584 -97.75821),$10018,$10468,163,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,0%,1%,2%,76%,1%,2%,19%
coastal carolina community college,444 Western Blvd Jacksonville NC 28546-6816,(34.77118 -77.38691),$2462,$8606,396,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,1%,4%,18%,17%,2%,&lt; 1%,58%
coastal carolina university coastal,103 Tom Trout Drive Conway SC 29526,(33.79461 -79.01213),$21672,$37426,2519,('79%' '81%' '75%'),15481,('57%' '43%'),21%,Co-ed,('57%' '43%'),69%,2%,1%,20%,4%,&lt; 1%,6%,68%
coastline community college,11460 Warner Ave. Fountain Valley CA 92708-2597,(33.71577 -117.92927),$1170,$8010,79,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),46%,2%,21%,7%,32%,1%,8%,30%
cochise county community college district,901 N Colombo Ave Sierra Vista AZ 85635-2317,(31.56319 -110.2474),$9546,$13602,528,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,2%,1%,5%,48%,1%,5%,39%
coconino community college,2800 S. Lone Tree Rd. Flagstaff AZ 86005-2701,(35.17202 -111.6456),$3254,$9492,280,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),53%,0%,2%,3%,20%,21%,7%,47%
coe college,1220 First Ave NE Cedar Rapids IA 52402,(41.9857 -91.65656),$59342,$59342,397,('73%' '78%' '63%'),6997,('61%' '39%'),8%,Co-ed,('60%' '40%'),75%,2%,4%,8%,10%,&lt; 1%,11%,67%
coffeyville community college,400 W 11th St Coffeyville KS 67337-5064,(37.03299 -95.62061),$10090,$11658,362,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,4%,&lt; 1%,18%,8%,5%,10%,59%
coker university,300 E College Ave Hartsville SC 29550,(34.37694 -80.0696),$41416,$41416,214,('98%' '98%' '96%'),801,('57%' '43%'),27%,Co-ed,('52%' '48%'),51%,2%,1%,33%,5%,1%,8%,53%
colby college,4000 Mayflower Hill Drive Waterville ME 04901,(44.55998 -69.65951),$76965,$76965,667,('9%' '8%' '9%'),15857,('55%' '45%'),47%,Co-ed,('54%' '46%'),94%,10%,8%,4%,8%,&lt; 1%,8%,72%
colby community college,1255 S Range Colby KS 67701,(39.37883 -101.05477),$11045,$12585,155,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,3%,1%,3%,2%,&lt; 1%,15%,78%
colby sawyer college,541 Main St New London NH 03257,(43.41004 -71.97602),$62145,$62145,256,('93%' '95%' '88%'),1847,('70%' '30%'),15%,Co-ed,('68%' '32%'),73%,5%,3%,6%,2%,1%,10%,77%
colegio universitario de san juan,180 Jose Oliver St Tres Monjitas  Ind. Park San Juan PR 00918,(18.42852 -66.06609),$2340,$2340,38,('77%' '72%' '82%'),52,('55%' '45%'),100%,Co-ed,('52%' '48%'),57%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
colgate university,13 Oak Dr Hamilton NY 13346,(42.8198 -75.53573),$77490,$77490,887,('17%' '17%' '16%'),17540,('56%' '44%'),29%,Co-ed,('57%' '43%'),94%,10%,5%,5%,10%,&lt; 1%,9%,71%
college for creative studies,201 E Kirby Detroit MI 48202,(42.36116 -83.0651),$55935,$55935,277,('54%' '55%' '50%'),1485,('70%' '30%'),35%,Co-ed,('71%' '29%'),81%,8%,5%,11%,4%,&lt; 1%,19%,61%
college of alameda,555 Ralph Appezzato Memorial Pky Alameda CA 94501,(37.78034 -122.27941),$1148,$8684,129,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),51%,3%,25%,18%,29%,1%,9%,18%
college of biblical studies houston,7000 Regency Square Blvd. Houston TX 77036-3211,(29.71632 -95.50654),$6801,$9225,80,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,0%,7%,43%,32%,&lt; 1%,2%,15%
college of central florida,3001 SW College Rd Ocala FL 34474,(29.16196 -82.17313),$2710,$10517,575,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
college of charleston south carolina,66 George St Charleston SC 29424,(32.78372 -79.93725),$25937,$47397,2473,('76%' '79%' '68%'),20484,('68%' '32%'),16%,Co-ed,('70%' '30%'),79%,1%,3%,8%,5%,&lt; 1%,6%,78%
college of coastal georgia,One College Drive Brunswick GA 31520,(31.18506 -81.48665),$14717,$21623,584,('97%' '97%' '96%'),2078,('70%' '30%'),29%,Co-ed,('66%' '34%'),59%,1%,2%,19%,6%,&lt; 1%,6%,66%
college of court reporting inc,455 West Lincolnway Suite A Valparaiso IN 46385,(41.46778 -87.06645),$9600,$9600,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),59%,0%,3%,8%,11%,1%,3%,75%
college of dupage,425 Fawell Blvd. Glen Ellyn IL 60137-6599,(41.84308 -88.06624),$8850,$10950,1893,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,1%,11%,8%,27%,&lt; 1%,7%,46%
college of eastern idaho,1600 S 25th E Idaho Falls ID 83404-5788,(43.4858 -111.98504),$4126,$6222,191,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),47%,0%,1%,1%,17%,1%,9%,71%
college of idaho,2112 Cleveland Blvd Caldwell ID 83605,(43.65215 -116.67704),$44913,$44913,296,('56%' '57%' '55%'),3464,('57%' '43%'),15%,Co-ed,('51%' '49%'),79%,8%,4%,3%,14%,1%,9%,70%
college of lake county,19351 W Washington St. Grayslake IL 60030-1198,(42.35877 -88.01054),$9016,$12208,1070,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),72%,2%,5%,7%,45%,&lt; 1%,7%,35%
college of marin,835 College Ave Kentfield CA 94904-2590,(37.95474 -122.54831),$1494,$9864,252,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,1%,8%,4%,33%,&lt; 1%,9%,46%
college of menominee nation,N172 State Highway 47&amp;55 Keshena WI 54135-1179,(44.88553 -88.64118),$6200,$6200,12,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
college of mount saint vincent,6301 Riverdale Ave Bronx NY 10471,(40.91261 -73.90254),$52980,$52980,374,('82%' '83%' '78%'),2750,('68%' '32%'),17%,Co-ed,('68%' '32%'),77%,1%,9%,15%,41%,&lt; 1%,10%,25%
college of saint elizabeth,2 Convent Rd Morristown NJ 07960,(40.7772 -74.44437),$47620,$47620,107,('74%' '78%' '66%'),1264,('60%' '40%'),11%,Co-ed,('53%' '47%'),62%,2%,4%,30%,25%,&lt; 1%,14%,26%
college of saint mary,7000 Mercy Rd. Omaha NE 68106,(41.23828 -96.02072),$29800,$29800,94,('38%' '38%' '0%'),974,('100%' '0%'),25%,All-female,('100%' '0%'),76%,1%,3%,9%,14%,1%,4%,69%
college of saint rose,432 Western Ave Albany NY 12203,(42.66434 -73.78498),$49183,$49183,310,('76%' '77%' '73%'),4525,('70%' '30%'),9%,Co-ed,('67%' '33%'),74%,3%,3%,15%,7%,&lt; 1%,14%,60%
college of saint scholastica,1200 Kenwood Ave Duluth MN 55811,(46.81818 -92.10045),$50106,$50106,355,('74%' '76%' '69%'),2087,('60%' '40%'),23%,Co-ed,('59%' '41%'),80%,2%,2%,3%,4%,1%,3%,86%
college of san mateo,1700 W Hillsdale Blvd San Mateo CA 94402-3784,(37.53194 -122.33529),$1440,$10114,424,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),78%,4%,24%,3%,34%,3%,10%,26%
college of southern idaho,315 Falls Ave. Twin Falls ID 83301,(42.57791 -114.47427),$10310,$12590,697,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
college of southern maryland,8730 Mitchell Rd La Plata MD 20646-0910,(38.56088 -77.00598),$7050,$9030,681,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),66%,0%,4%,28%,8%,1%,10%,49%
