Name,Address,Geo Location,in state,out of state,First Year Students,Acceptance Rate (T/F/M),Total Applicants,Applicants Stats (F/M),Percent Accepted that Attend,Sex,Percent (F/M),Retention,International Students
kings college london,n/a,n/a,unknown,unknown,,n/a,n/a,n/a,n/a,n/a,('n/a' 'n/a'),n/a,n/a
mount saint mary university,12001 Chalon Rd Los Angeles CA 90049,(34.08178 -118.48096),$61543,$61543,452,('90%' '90%' '84%'),1710,('96%' '4%'),24%,All-female,('96%' '4%'),73%,0%,19%,6%,57%,&lt; 1%,8%,9%
mount st mary university,16300 Old Emmitsburg Road Emmitsburg MD 21727,(39.68084 -77.35002),$58710,$58710,532,('82%' '81%' '81%'),4620,('56%' '44%'),14%,Co-ed,('49%' '51%'),74%,1%,3%,17%,11%,1%,7%,62%
mount vernon nazarene university,800 Martinsburg Rd Mount Vernon OH 43050,(40.37168 -82.47393),$42110,$42110,294,('87%' '86%' '88%'),1182,('58%' '42%'),29%,Co-ed,('51%' '49%'),79%,1%,1%,4%,2%,&lt; 1%,8%,85%
mount wachusett community college,444 Green St Gardner MA 01440-1000,(42.593191 -71.986953),$5668,$10588,274,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,0%,2%,10%,18%,&lt; 1%,6%,64%
mountain empire community college,3441 Mountain Empire Road Big Stone Gap VA 24219,(36.85592 -82.75711),$4710,$10713,213,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),68%,0%,1%,1%,1%,1%,3%,93%
mountain state college,1508 Spring St Parkersburg WV 26101-3993,(39.27387 -81.54895),$8665,$8665,3,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),83%,0%,&lt; 1%,5%,&lt; 1%,&lt; 1%,&lt; 1%,95%
mt hood community college,26000 SE Stark St Gresham OR 97030,(45.51896 -122.39661),$5013,$9369,391,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),53%,1%,6%,3%,17%,1%,19%,53%
mt san antonio college,1100 N Grand Ave Walnut CA 91789-1399,(34.04313 -117.84773),$1288,$9968,2244,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),76%,1%,19%,4%,65%,&lt; 1%,3%,9%
mt san jacinto community college district,1499 N. State St. San Jacinto CA 92583-2399,(33.80718 -116.97209),$1406,$11276,1458,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,0%,7%,5%,48%,1%,13%,27%
muhlenberg college,2400 Chew Street Allentown PA 18104,(40.5961 -75.50637),$68630,$68630,450,('68%' '70%' '63%'),4118,('58%' '42%'),16%,Co-ed,('58%' '42%'),88%,4%,3%,4%,7%,&lt; 1%,9%,76%
multnomah university,8435 NE Glisan St Portland OR 97220,(45.5264 -122.5739),$38730,$38730,78,('59%' '63%' '56%'),320,('37%' '63%'),41%,Co-ed,('33%' '67%'),56%,0%,3%,4%,9%,2%,10%,74%
murray state college,One Murray Campus Tishomingo OK 73460,(34.22318 -96.67849),$13630,$17830,96,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,0%,1%,2%,11%,5%,25%,55%
murray state university,218 Wells Hall Murray KY 42071,(36.61373 -88.31943),$19120,$28396,1395,('85%' '86%' '82%'),9144,('65%' '35%'),18%,Co-ed,('60%' '40%'),79%,4%,1%,6%,2%,&lt; 1%,6%,85%
musicians institute,6752 Hollywood Blvd. Hollywood CA 90028,(34.10155 -118.33764),$24795,$24795,92,('79%' '72%' '81%'),350,('35%' '65%'),42%,Co-ed,('20%' '80%'),47%,34%,14%,10%,17%,1%,17%,41%
muskegon community college,221 S Quarterline Rd Muskegon MI 49442-1432,(43.24746 -86.19687),$10750,$14390,467,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,1%,2%,8%,8%,&lt; 1%,6%,77%
muskingum university,163 Stormont Street New Concord OH 43762,(39.99702 -81.73806),$42140,$42140,422,('86%' '90%' '81%'),2504,('46%' '54%'),20%,Co-ed,('47%' '53%'),76%,4%,1%,5%,3%,&lt; 1%,11%,80%
myotherapy institute,245 South 84th ST #100 Lincoln NE 68510,(40.81185 -96.6069),$16390,$16390,6,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),80%,0%,14%,7%,7%,&lt; 1%,&lt; 1%,71%
napa valley college,2277 Napa-Vallejo Hwy Napa CA 94558-6236,(38.27344 -122.27275),$1150,$8734,437,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),72%,0%,13%,5%,47%,1%,8%,26%
naropa university,2130 Arapahoe Ave Boulder CO 80302,(40.01461 -105.26705),$45316,$45316,29,('100%' '100%' '100%'),148,('73%' '27%'),20%,Co-ed,('34%' '66%'),73%,2%,2%,1%,11%,&lt; 1%,17%,68%
nash community college,522 N. Old Carriage Road Rocky Mount NC 27804,(35.9771 -77.89946),$2834,$8834,305,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),70%,1%,1%,30%,10%,2%,4%,52%
nashua community college,505 Amherst St Nashua NH 03063-1026,(42.79354 -71.52403),$7140,$15390,170,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,0%,2%,3%,20%,&lt; 1%,9%,65%
nashville state community college,120 White Bridge Rd Nashville TN 37209-4515,(36.13539 -86.85833),$4372,$17188,1116,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),45%,0%,4%,27%,10%,&lt; 1%,7%,52%
nassau community college,One Education Dr Garden City NY 11530-6793,(40.72991 -73.59328),$5800,$11600,2236,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,0%,8%,20%,33%,&lt; 1%,7%,31%
national american university rapid city,5301 Mount Rushmore Road Rapid City SD 57701-2823,(44.036715 -103.246945),$15660,$15660,6,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),25%,0%,2%,28%,12%,3%,12%,42%
national louis university nlu,122 S Michigan Ave Chicago IL 60603,(41.87986 -87.62443),$11505,$11505,558,('97%' '98%' '95%'),1518,('52%' '48%'),38%,Co-ed,('62%' '38%'),61%,8%,3%,28%,37%,&lt; 1%,5%,28%
national park college,101 College Dr Hot Springs AR 71913,(34.51284 -93.12028),$10675,$11905,502,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,0%,2%,12%,11%,2%,2%,72%
national university,11255 North Torrey Pines Road La Jolla CA 92037-1011,(32.90933 -117.24286),$13320,$13320,n/a,('55%' '72%' '43%'),154,('39%' '61%'),45%,Enrolled women:,('53%' ''),100%,1%,8%,9%,33%,1%,16%,33%
naugatuck valley community college,750 Chase Parkway Waterbury CT 06708-3089,(41.54943 -73.07193),$4516,$13468,666,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,3%,4%,10%,32%,1%,7%,46%
navajo technical university,Lower Point Road State Road 371 Crownpoint NM 87313,(35.53653 -108.2129),$10340,$10340,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),68%,0%,&lt; 1%,&lt; 1%,2%,96%,&lt; 1%,1%
navarro college,3200 W 7th Avenue Corsicana TX 75110,(32.07448 -96.49815),$11530,$13390,821,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,1%,1%,16%,17%,1%,7%,58%
nazareth university,4245 East Ave Rochester NY 14618,(43.10279 -77.51464),$52405,$52405,503,('86%' '87%' '81%'),4050,('74%' '26%'),15%,Co-ed,('74%' '26%'),85%,2%,3%,6%,6%,&lt; 1%,5%,79%
nebraska college of technical agriculture,404 East 7th Curtis NE 69025-9552,(40.63488 -100.51118),$14081,$14081,107,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),73%,0%,&lt; 1%,&lt; 1%,4%,&lt; 1%,2%,94%
nebraska indian community college,1111 Hwy 75 Macy NE 68039-0428,(42.11846 -96.35516),$4080,$4080,16,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,0%,1%,1%,2%,77%,&lt; 1%,18%
nebraska methodist college of nursing and allied health,720 North 87th Street Omaha NE 68114,(41.26575 -96.04806),$26027,$26027,50,('84%' '83%' '83%'),105,('94%' '6%'),57%,Co-ed,('98%' '2%'),83%,0%,2%,5%,6%,&lt; 1%,5%,82%
nebraska wesleyan university,5000 St Paul Ave Lincoln NE 68504,(40.83925 -96.65094),$49278,$49278,405,('82%' '86%' '77%'),2507,('50%' '50%'),20%,Co-ed,('52%' '48%'),83%,1%,2%,3%,8%,&lt; 1%,6%,81%
