,name,operating,admission rate,student size,demographics men,demographics women,cost tuition in_state,cost tuition out_of_state,cost attendance academic_year,cost attendance program_year,race_ethnicity white,race_ethnicity black,race_ethnicity hispanic,race_ethnicity asian,race_ethnicity aian,race_ethnicity nhpi,race_ethnicity unknown,SAT Average,ACT Average,earnings 1_yr_after_completion median,earnings 4_yrs_after_completion median,retention_rate four_year full_time,retention_rate lt_four_year full_time,retention_rate four_year part_time,retention_rate lt_four_year part_time,retention_rate four_year full_time_pooled,retention_rate lt_four_year full_time_pooled,retention_rate four_year part_time_pooled,retention_rate lt_four_year part_time_pooled,retention_rate cohort four_year full_time_pooled,retention_rate cohort lt_four_year full_time_pooled,retention_rate cohort four_year part_time_pooled,retention_rate cohort lt_four_year part_time_pooled,retention_rate pooled_yrs_used full_time,retention_rate pooled_yrs_used part_time,retention_rate_suppressed four_year full_time_pooled,retention_rate_suppressed lt_four_year full_time_pooled,retention_rate_suppressed four_year part_time_pooled,retention_rate_suppressed lt_four_year part_time_pooled,retention_rate overall full_time,program_percentage agriculture,program_percentage resources,program_percentage architecture,program_percentage ethnic_cultural_gender,program_percentage communication,program_percentage communications_technology,program_percentage computer,program_percentage personal_culinary,program_percentage education,program_percentage engineering,program_percentage engineering_technology,program_percentage language,program_percentage family_consumer_science,program_percentage legal,program_percentage english,program_percentage humanities,program_percentage library,program_percentage biological,program_percentage mathematics,program_percentage military,program_percentage multidiscipline,program_percentage parks_recreation_fitness,program_percentage philosophy_religious,program_percentage theology_religious_vocation,program_percentage physical_science,program_percentage science_technology,program_percentage psychology,program_percentage security_law_enforcement,program_percentage public_administration_social_service,program_percentage social_science,program_percentage construction,program_percentage mechanic_repair_technology,program_percentage precision_production,program_percentage transportation,program_percentage visual_performing,program_percentage health,program_percentage business_marketing,program_percentage history,assoc agriculture,assoc resources,assoc architecture,assoc ethnic_cultural_gender,assoc communication,assoc communications_technology,assoc computer,assoc personal_culinary,assoc education,assoc engineering,assoc engineering_technology,assoc language,assoc family_consumer_science,assoc legal,assoc english,assoc humanities,assoc library,assoc biological,assoc mathematics,assoc military,assoc multidiscipline,assoc parks_recreation_fitness,assoc philosophy_religious,assoc theology_religious_vocation,assoc physical_science,assoc science_technology,assoc psychology,assoc security_law_enforcement,assoc public_administration_social_service,assoc social_science,assoc construction,assoc mechanic_repair_technology,assoc precision_production,assoc transportation,assoc visual_performing,assoc health,assoc business_marketing,assoc history,address,lat,lon
3736,Northeast Wisconsin Technical College,1,,7089.0,0.3793,0.6207,4734.0,6849.0,14922.0,,0.7753,0.0326,0.1059,0.0368,0.0227,0.0003,0.0001,,,39158.0,42828.0,,0.7195,,0.5645,,0.7075,,0.568,,1535.0,,1588.0,2.0,2.0,,0.7075,,0.568,0.7195,0.0083,0.0,0.0,0.0,0.0,0.0172,0.0522,0.003,0.0578,0.0,0.0433,0.0,0.0,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0017,0.0,0.0258,0.0,0.0,0.0287,0.0307,0.0383,0.0,0.005,0.5263,0.1473,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2740 W Mason St,44.526467,-88.105675
3737,Northeastern Illinois University,1,0.6211,4547.0,0.4159,0.5841,12064.0,22155.0,24339.0,,0.2259,0.1064,0.4196,0.0917,0.0018,0.0024,0.1203,,,41333.0,50174.0,0.608,,0.3462,,0.6416,,0.3478,,784.0,,46.0,,2.0,2.0,0.6416,,0.3478,,0.608,0.0,0.0097,0.0,0.0074,0.0431,0.0,0.0787,0.0,0.1076,0.0,0.0,0.0134,0.0,0.0,0.0282,0.0817,0.0,0.0527,0.0238,0.0,0.0052,0.0,0.003,0.0,0.0163,0.0,0.0735,0.0371,0.0757,0.0468,0.0,0.0,0.0,0.0,0.026,0.0126,0.2405,0.0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500 N Saint Louis Ave,41.980399,-87.718983
3738,Northeastern Junior College,1,,918.0,0.4499,0.5501,5243.0,7544.0,18857.0,,0.6732,0.0316,0.1895,0.0098,0.0044,0.0,0.0196,,,33104.0,40137.0,,0.6571,,0.2188,,0.6605,,0.2,,645.0,,60.0,2.0,2.0,,0.6605,,0.2,0.6571,0.0735,0.0,0.0,0.0,0.0,0.0,0.0,0.0458,0.0082,0.0,0.0719,0.0,0.0,0.0,0.0,0.2598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,0.0,0.0,0.0,0.2239,0.0915,0.0,0.0,0.0784,0.1193,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,100 College Avenue,40.637215,-103.197329
3739,Northeastern Oklahoma A&M College,1,,1522.0,0.4363,0.5637,4913.0,11063.0,16009.0,,0.4678,0.1189,0.0769,0.0059,0.1603,0.0007,0.0007,,,37824.0,40986.0,,0.5604,,0.3443,,0.5557,,0.303,,1105.0,,99.0,2.0,2.0,,0.5557,,0.303,0.5604,0.1402,0.0115,0.0,0.0,0.0,0.0,0.0276,0.0,0.0483,0.0207,0.0069,0.0,0.0069,0.0,0.0,0.1448,0.0,0.0,0.0,0.0,0.0,0.0391,0.0,0.0,0.0,0.0,0.0299,0.0092,0.0,0.0092,0.0,0.0,0.0,0.0,0.0115,0.354,0.1402,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,200 I St NE,36.877255,-94.867248
3740,Northeastern Seminary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2265 Westside Dr,43.122873,-77.8007
3741,Northeastern State University,1,0.9946,5212.0,0.3597,0.6403,7115.0,15755.0,18039.0,,0.481,0.0432,0.0698,0.0253,0.2095,0.0006,0.0123,1048.0,20.0,39059.0,44263.0,0.6097,,0.375,,0.6364,,0.4,,1378.0,,40.0,,2.0,2.0,0.6364,,0.4,,0.6097,0.0,0.0,0.0,0.0027,0.0161,0.0,0.0382,0.0,0.1072,0.0007,0.0429,0.0047,0.0,0.0087,0.0241,0.0509,0.0,0.0583,0.004,0.0,0.0349,0.0328,0.0,0.0,0.008,0.0,0.0932,0.0798,0.0315,0.0121,0.0,0.0,0.0,0.0,0.0154,0.1387,0.1857,0.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600 N Grand,35.919939,-94.967229
3742,Northeastern Technical College,1,,1017.0,0.2625,0.7375,4974.0,7948.0,14542.0,,0.3963,0.5034,0.0393,0.0039,0.0108,0.0029,0.0069,,,31472.0,34428.0,,0.6265,,0.3158,,0.5373,,0.3202,,188.0,,331.0,2.0,2.0,,0.5373,,0.3202,0.6265,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0027,0.0,0.0,0.0107,0.0,0.016,0.0,0.0,0.2246,0.0,0.0,0.0,0.0,0.0722,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0027,0.0214,0.0321,0.0,0.0,0.4519,0.1444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1201 Chesterfield Hwy.,34.698248,-79.939245
3743,Northeastern University,1,0.1838,15645.0,0.4587,0.5413,57592.0,57592.0,75732.0,,0.4283,0.0556,0.1086,0.1847,0.0005,0.0001,0.0157,1500.0,34.0,67204.0,81396.0,0.968,,,,0.968,,,,6122.0,,,,2.0,,0.968,,,,0.968,0.0,0.0146,0.0063,0.0007,0.041,0.0,0.106,0.0,0.0,0.2006,0.0,0.0046,0.0,0.0,0.0051,0.0,0.0,0.0949,0.0179,0.0,0.0,0.0,0.0012,0.0,0.0116,0.0,0.0299,0.0135,0.0039,0.086,0.0,0.0,0.0,0.0,0.0288,0.0965,0.2314,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360 Huntington Ave,42.339992,-71.088782
3744,Northeastern University Professional Programs,1,,1928.0,0.39,0.61,,,,,0.4009,0.153,0.1209,0.1053,0.0016,0.0005,0.0622,,,67204.0,81396.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0052,0.0,0.0641,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0035,0.0312,0.0,0.0555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0035,0.0069,0.0,0.0,0.0,0.0,0.0,0.5078,0.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360 Huntington Ave,42.339992,-71.088782
3745,Northern Arizona University,1,0.7835,23772.0,0.3646,0.6354,11896.0,26642.0,28480.0,,0.5602,0.0309,0.2608,0.0218,0.0283,0.0027,0.0219,,,41673.0,49995.0,0.7446,,0.4519,,0.7538,,0.5008,,9360.0,,1302.0,,2.0,2.0,0.7538,,0.5008,,0.7446,0.0,0.0326,0.0,0.001,0.0574,0.0,0.0161,0.0,0.0835,0.0406,0.0,0.0074,0.0,0.001,0.021,0.0734,0.0,0.0713,0.0065,0.0,0.016,0.0272,0.0018,0.0,0.0169,0.0108,0.0511,0.003,0.0269,0.0656,0.0,0.0,0.0,0.0,0.0269,0.152,0.1855,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1900 S Knoles Dr, Babbitt Administrative Center, Room 200",35.188449,-111.653724
3746,Northern Baptist Theological Seminary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"410 Warrenville Road, Suite 300",41.809104,-88.056162
3747,Northern Career Institute,1,,103.0,0.0097,0.9903,14500.0,14500.0,21013.0,,0.1068,0.8544,0.0388,0.0,0.0,0.0,0.0,,,35249.0,41708.0,,0.8837,,,,0.9047,,,,84.0,,,2.0,,,0.9047,,,0.8837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"34050 Glen Drive, Suite 2",41.653845,-81.447126
3748,Northern Essex Community College,1,,3884.0,0.354,0.646,5544.0,11328.0,11792.0,,0.4307,0.0466,0.4604,0.0211,0.0018,0.0023,0.0044,,,37057.0,42915.0,,0.5293,,0.4098,,0.5346,,0.4062,,1025.0,,736.0,2.0,2.0,,0.5346,,0.4062,0.5293,0.0,0.0,0.0,0.0,0.0,0.0172,0.0747,0.0,0.033,0.0,0.0546,0.0244,0.0029,0.0,0.0,0.1307,0.0,0.0316,0.0,0.0,0.0043,0.0072,0.0,0.0,0.0,0.0086,0.0,0.0575,0.0,0.0,0.0,0.0,0.0,0.0,0.0201,0.3649,0.1681,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100 Elliott Street,42.796634,-71.04904
3749,Northern Illinois University,1,0.7045,11819.0,0.471,0.529,12478.0,12478.0,26275.0,,0.4575,0.2033,0.22,0.0612,0.0015,0.0008,0.0032,,,43293.0,54063.0,0.6747,,0.3878,,0.7244,,0.4638,,3875.0,,69.0,,2.0,2.0,0.7244,,0.4638,,0.6747,0.0,0.0102,0.0,0.0,0.0579,0.0,0.0421,0.0,0.0747,0.073,0.027,0.0089,0.0306,0.0,0.0158,0.0289,0.0,0.0273,0.0161,0.0,0.001,0.0234,0.0036,0.0,0.0171,0.0,0.0599,0.0,0.0049,0.0533,0.0,0.0,0.0,0.0,0.0474,0.172,0.1914,0.0135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425 W. Lincoln Hwy.,41.933869,-88.766428
3750,Northern Institute of Cosmetology,1,,45.0,0.2,0.8,,,,10029.0,0.2444,0.3556,0.4,0.0,0.0,0.0,0.0,,,,14770.0,,0.28,,,,0.3333,,,,42.0,,,2.0,,,0.3333,,,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669 Broadway,41.465263,-82.174342
3751,Northern Kentucky University,1,0.8029,8982.0,0.4031,0.5969,10392.0,20448.0,17112.0,,0.7925,0.0717,0.0422,0.0165,0.0014,0.0011,0.0122,1146.0,23.0,39816.0,48466.0,0.7006,,0.3509,,0.7243,,0.3187,,3456.0,,91.0,,2.0,2.0,0.7243,,0.3187,,0.7006,0.0,0.0061,0.0,0.0,0.0578,0.0,0.0777,0.0,0.0582,0.0,0.0434,0.0078,0.0,0.0,0.0178,0.0512,0.0,0.0439,0.0113,0.0,0.0,0.0,0.0017,0.0,0.0165,0.0,0.0413,0.0287,0.0317,0.0334,0.0,0.0,0.0,0.0,0.0638,0.1672,0.2297,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Nunn Drive,39.029714,-84.463483
3752,Northern Maine Community College,1,,440.0,0.4705,0.5295,3830.0,6710.0,16014.0,,0.8614,0.0136,0.0432,0.0068,0.0159,0.0,0.0159,,,34902.0,41503.0,,0.5204,,0.4545,,0.524,,0.4474,,229.0,,38.0,2.0,2.0,,0.524,,0.4474,0.5204,0.0,0.0,0.0,0.0,0.0,0.0,0.0191,0.0,0.0382,0.0,0.0064,0.0,0.0,0.0,0.0,0.0701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1083,0.1338,0.0382,0.0,0.0,0.465,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,33 Edgemont Dr,46.694668,-68.034796
3753,Northern Marianas College,1,,1274.0,0.3917,0.6083,4038.0,5520.0,8502.0,,0.0078,0.0024,0.0133,0.4592,0.0,0.3548,0.011,,,17470.0,23113.0,0.6136,,0.3333,,0.7308,,0.4231,,104.0,,26.0,,2.0,4.0,0.7308,,,,0.6136,0.0,0.0352,0.0,0.0,0.0,0.0,0.0,0.0,0.0742,0.0,0.0,0.0,0.0,0.0,0.0,0.3438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1211,0.3594,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,As Terlaje Campus,15.152247,145.721733
3754,Northern Michigan University,1,0.7127,6330.0,0.4179,0.5821,12918.0,18414.0,24567.0,,0.8577,0.0191,0.0417,0.0073,0.0133,0.0005,0.0093,,,34128.0,43393.0,0.7247,,0.7778,,0.7451,,0.6286,,2244.0,,35.0,,2.0,4.0,0.7451,,0.6286,,0.7247,0.002,0.0434,0.0,0.0027,0.0227,0.0,0.0094,0.01,0.0608,0.0,0.0281,0.0013,0.0007,0.0027,0.0187,0.0548,0.0,0.0748,0.0053,0.0067,0.004,0.0381,0.002,0.0,0.012,0.0,0.0327,0.0528,0.022,0.0441,0.0301,0.0134,0.0147,0.0,0.0635,0.1643,0.155,0.0073,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1401 Presque Isle Avenue,46.559751,-87.406568
3755,Northern New Mexico College,1,,876.0,0.3995,0.6005,4952.0,13676.0,13159.0,,0.1267,0.0251,0.6712,0.0194,0.0799,0.0011,0.008,,,50371.0,45035.0,0.4138,,0.0,,0.4634,,0.2174,,82.0,,23.0,,2.0,4.0,0.4634,,,,0.4138,0.0,0.0142,0.0,0.0,0.0,0.0,0.0,0.0236,0.2358,0.0142,0.0755,0.0,0.0,0.0,0.0,0.1038,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0047,0.0849,0.0,0.0236,0.0236,0.0,0.0,0.0,0.0,0.0,0.0142,0.1226,0.2264,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,921 Paseo de Onate,36.004073,-106.084395
3756,Northern Oklahoma College,1,,1913.0,0.3732,0.6268,4560.0,11325.0,13110.0,,0.6247,0.0523,0.0951,0.0073,0.1563,0.0058,0.0209,,,30059.0,37260.0,,0.5082,,0.4615,,0.5348,,0.4653,,1365.0,,187.0,2.0,2.0,,0.5348,,0.4653,0.5082,0.0413,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.0957,0.0,0.0264,0.0,0.0314,0.0,0.0182,0.1601,0.0,0.0512,0.0,0.0099,0.0,0.0,0.0,0.0,0.0215,0.0,0.0,0.0396,0.0,0.0825,0.0,0.0,0.0,0.0,0.0495,0.2426,0.1221,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1220 E Grand Ave,36.678649,-97.295887
3757,Northern Pennsylvania Regional College,1,,58.0,0.2586,0.7414,4640.0,9080.0,,,0.8621,0.0172,0.069,0.0,0.0,0.0,0.0,,,,,,0.5556,,0.6,,0.5556,,0.6,,9.0,,10.0,4.0,4.0,,,,,0.5556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"300 2nd Avenue, Suite 500",41.845727,-79.147078
3758,Northern State University,1,0.7982,1344.0,0.4063,0.5938,8845.0,11947.0,21971.0,,0.8125,0.029,0.0513,0.0186,0.0193,0.0007,0.006,1086.0,21.0,38677.0,46193.0,0.6842,,0.4444,,0.7224,,0.3871,,616.0,,31.0,,2.0,2.0,0.7224,,0.3871,,0.6842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2639,0.0,0.0,0.0037,0.0,0.0,0.052,0.0632,0.0,0.0818,0.0,0.0,0.0,0.0706,0.0,0.0,0.0223,0.0,0.0558,0.0223,0.0,0.026,0.0,0.0,0.0,0.0,0.0632,0.0037,0.2528,0.0186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1200 S Jay St,45.450829,-98.484728
3759,Northern Technical College,1,,25.0,0.8,0.2,,,,20937.0,0.08,0.92,0.0,0.0,0.0,0.0,0.0,,,11249.0,,,0.6667,,,,0.8947,,1.0,,19.0,,3.0,4.0,4.0,,,,,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2215 East Harding Ste 8 & 9,34.214189,-91.979767
3760,Northern Tier Career Center,1,0.6897,28.0,0.1071,0.8929,,,,22839.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,35769.0,36619.0,,0.5455,,,,0.641,,,,78.0,,,4.0,,,0.641,,,0.5455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120 Career Center Lane,41.801739,-76.487394
3761,Northern Vermont University,1,0.7539,1320.0,0.3962,0.6038,12804.0,26892.0,25214.0,,0.7402,0.0371,0.0659,0.0076,0.0061,0.0008,0.0894,,,33336.0,39277.0,0.5692,,0.1,,0.5505,,0.375,,485.0,,48.0,,2.0,4.0,0.5505,,0.375,,0.5692,0.0,0.009,0.0,0.0,0.0226,0.0136,0.0113,0.0,0.0905,0.0,0.0,0.0,0.0,0.0,0.0181,0.138,0.0,0.0113,0.0136,0.0,0.0068,0.095,0.0,0.0,0.0317,0.0,0.138,0.052,0.0045,0.0294,0.0,0.0,0.0,0.0,0.1063,0.0588,0.138,0.0113,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,337 College Hill,44.641736,-72.671154
3762,Northern Vermont University - Lyndon,1,,,,,12804.0,26892.0,,,,,,,,,,,,33336.0,39277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
