,name,operating,admission rate,student size,demographics men,demographics women,cost tuition in_state,cost tuition out_of_state,cost attendance academic_year,cost attendance program_year,race_ethnicity white,race_ethnicity black,race_ethnicity hispanic,race_ethnicity asian,race_ethnicity aian,race_ethnicity nhpi,race_ethnicity unknown,SAT Average,ACT Average,earnings 1_yr_after_completion median,earnings 4_yrs_after_completion median,retention_rate four_year full_time,retention_rate lt_four_year full_time,retention_rate four_year part_time,retention_rate lt_four_year part_time,retention_rate four_year full_time_pooled,retention_rate lt_four_year full_time_pooled,retention_rate four_year part_time_pooled,retention_rate lt_four_year part_time_pooled,retention_rate cohort four_year full_time_pooled,retention_rate cohort lt_four_year full_time_pooled,retention_rate cohort four_year part_time_pooled,retention_rate cohort lt_four_year part_time_pooled,retention_rate pooled_yrs_used full_time,retention_rate pooled_yrs_used part_time,retention_rate_suppressed four_year full_time_pooled,retention_rate_suppressed lt_four_year full_time_pooled,retention_rate_suppressed four_year part_time_pooled,retention_rate_suppressed lt_four_year part_time_pooled,retention_rate overall full_time,program_percentage agriculture,program_percentage resources,program_percentage architecture,program_percentage ethnic_cultural_gender,program_percentage communication,program_percentage communications_technology,program_percentage computer,program_percentage personal_culinary,program_percentage education,program_percentage engineering,program_percentage engineering_technology,program_percentage language,program_percentage family_consumer_science,program_percentage legal,program_percentage english,program_percentage humanities,program_percentage library,program_percentage biological,program_percentage mathematics,program_percentage military,program_percentage multidiscipline,program_percentage parks_recreation_fitness,program_percentage philosophy_religious,program_percentage theology_religious_vocation,program_percentage physical_science,program_percentage science_technology,program_percentage psychology,program_percentage security_law_enforcement,program_percentage public_administration_social_service,program_percentage social_science,program_percentage construction,program_percentage mechanic_repair_technology,program_percentage precision_production,program_percentage transportation,program_percentage visual_performing,program_percentage health,program_percentage business_marketing,program_percentage history,assoc agriculture,assoc resources,assoc architecture,assoc ethnic_cultural_gender,assoc communication,assoc communications_technology,assoc computer,assoc personal_culinary,assoc education,assoc engineering,assoc engineering_technology,assoc language,assoc family_consumer_science,assoc legal,assoc english,assoc humanities,assoc library,assoc biological,assoc mathematics,assoc military,assoc multidiscipline,assoc parks_recreation_fitness,assoc philosophy_religious,assoc theology_religious_vocation,assoc physical_science,assoc science_technology,assoc psychology,assoc security_law_enforcement,assoc public_administration_social_service,assoc social_science,assoc construction,assoc mechanic_repair_technology,assoc precision_production,assoc transportation,assoc visual_performing,assoc health,assoc business_marketing,assoc history,address,lat,lon
3763,Northern Virginia Community College,1,,32902.0,0.4747,0.5253,5565.0,11648.0,15746.0,,0.2881,0.1692,0.2662,0.1573,0.0031,0.003,0.0373,,,33589.0,49354.0,,0.6896,,0.5238,,0.713,,0.5297,,10101.0,,6574.0,2.0,2.0,,0.713,,0.5297,0.6896,0.0062,0.0,0.0026,0.0,0.0,0.0006,0.1362,0.0007,0.0,0.0236,0.0237,0.0031,0.0235,0.0033,0.001,0.4054,0.0,0.0,0.0,0.0,0.0413,0.0004,0.0,0.0,0.0,0.0002,0.0105,0.0253,0.0,0.0589,0.0029,0.0112,0.0015,0.0,0.0239,0.0427,0.1512,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,4001 Wakefield Chapel Rd,38.833361,-77.236718
3764,Northern Virginia School of Therapeutic Massage,1,,120.0,0.3,0.7,,,,,0.2417,0.5,0.0667,0.0833,0.0,0.0,0.0583,,,25263.0,27042.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"6402 Arlington Blvd, Suite 840",38.873422,-77.160302
3765,Northern Wyoming Community College District,1,,1687.0,0.4019,0.5981,4590.0,10890.0,14390.0,,0.8382,0.0047,0.0818,0.003,0.013,0.0018,0.0119,,,38523.0,45394.0,,0.5996,,0.2804,,0.5366,,0.3146,,1012.0,,178.0,2.0,2.0,,0.5366,,0.3146,0.5996,0.0506,0.0,0.0,0.0,0.0,0.0,0.0325,0.0181,0.0361,0.0133,0.0024,0.0,0.0,0.0,0.0036,0.1084,0.0,0.0072,0.0133,0.0,0.0133,0.0072,0.0,0.0,0.0,0.0,0.0301,0.0145,0.0193,0.0048,0.0241,0.1289,0.112,0.0,0.0181,0.2747,0.0627,0.0048,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1 Whitney Way,44.763926,-106.941105
3766,Northland College,1,0.5766,520.0,0.4692,0.5308,39894.0,39894.0,51734.0,,0.7135,0.0385,0.0923,0.0058,0.025,0.0,0.0115,1148.0,24.0,28655.0,34260.0,0.7315,,,,0.6965,,1.0,,313.0,,2.0,,2.0,4.0,0.6965,,,,0.7315,0.0,0.3009,0.0,0.0177,0.0,0.0,0.0,0.0,0.0531,0.0,0.0,0.0,0.0,0.0,0.0354,0.0088,0.0,0.1239,0.0088,0.0,0.0088,0.0442,0.0,0.0,0.1416,0.0,0.0442,0.0,0.0177,0.0354,0.0,0.0,0.0,0.0,0.0531,0.0,0.0531,0.0531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1411 Ellis Avenue,46.579087,-90.87476
3767,Northland Community and Technical College,1,,1732.0,0.4319,0.5681,6052.0,6052.0,16627.0,,0.7829,0.0762,0.056,0.0219,0.0156,0.0006,0.0087,,,42277.0,45549.0,,0.6505,,0.4433,,0.6051,,0.452,,633.0,,177.0,2.0,2.0,,0.6051,,0.452,0.6505,0.04,0.0,0.0,0.0,0.0,0.0,0.0342,0.0,0.033,0.0,0.0471,0.0,0.0,0.0,0.0,0.1625,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212,0.0,0.0,0.0459,0.073,0.0224,0.0,0.0,0.4134,0.106,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1101 Hwy One East,48.124969,-96.162366
3768,Northland Community and Technical College - East Grand Forks,1,,,,,6052.0,6052.0,,,,,,,,,,,,42277.0,45549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3769,Northland Pioneer College,1,,1124.0,0.3096,0.6904,2428.0,9850.0,14079.0,,0.4235,0.0009,0.1201,0.0107,0.3888,0.0036,0.04,,,45938.0,,,0.4167,,0.2766,,0.3438,,0.2857,,64.0,,133.0,2.0,2.0,,0.3438,,0.2857,0.4167,0.0,0.0,0.0,0.0,0.0,0.0372,0.0035,0.0957,0.055,0.0,0.0266,0.0,0.0,0.0,0.0,0.0656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0301,0.0851,0.2872,0.0,0.0,0.2535,0.0372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2251 E. Navajo Blvd.,34.93031,-110.142199
3770,Northpoint Bible College,1,,209.0,0.555,0.445,13670.0,13670.0,31632.0,,0.6986,0.0622,0.1292,0.0096,0.0048,0.0048,0.0478,,,22848.0,36549.0,0.6944,,0.4,,0.5128,,0.1765,,78.0,,17.0,,2.0,4.0,0.5128,,,,0.6944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320 South Main Street,42.765357,-71.079335
3771,Northshore Technical Community College,1,,1934.0,0.4752,0.5248,4203.0,4203.0,14857.0,,0.5481,0.3371,0.0564,0.0052,0.0026,0.0093,0.0041,,,28116.0,32000.0,,0.5516,,0.3504,,0.5554,,0.3603,,857.0,,272.0,2.0,2.0,,0.5554,,0.3603,0.5516,0.004,0.0,0.0,0.0,0.0,0.0,0.1977,0.0064,0.0,0.0,0.0116,0.0,0.0439,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168,0.0,0.0,0.1081,0.2035,0.1572,0.0064,0.0,0.1751,0.0283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,65556 Centerpoint Blvd.,30.379147,-89.899196
3772,NorthShore University HealthSystem School of Nurse Anesthesia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2650 Ridge Ave, Rm G603C",42.065549,-87.684445
3773,NorthWest Arkansas Community College,1,,4872.0,0.4115,0.5885,2656.0,4456.0,11193.0,,0.6051,0.0298,0.2369,0.0285,0.0105,0.0062,0.0162,,,35237.0,39965.0,,0.5665,,0.3996,,0.553,,0.3734,,1792.0,,1288.0,2.0,2.0,,0.553,,0.3734,0.5665,0.0063,0.0,0.0,0.0,0.0,0.0,0.0083,0.0339,0.0063,0.0,0.0401,0.0,0.0057,0.0057,0.0,0.4612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.0,0.0,0.0,0.0,0.0,0.0,0.0219,0.3069,0.0896,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,One College Drive,36.357704,-94.17289
3774,Northwest Career College,1,,1576.0,0.1402,0.8598,,,,21402.0,0.1701,0.2989,0.3617,0.0533,0.0076,0.0159,0.0051,,,24547.0,29719.0,,0.7072,,,,0.6736,,,,861.0,,,2.0,,,0.6736,,,0.7072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9414,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"7398 Smoke Ranch Road, Ste 100",36.203875,-115.255585
3775,Northwest College,1,,892.0,0.3789,0.6211,4862.0,11162.0,14138.0,,0.8027,0.0101,0.083,0.0045,0.0112,0.0056,0.0146,,,29995.0,34827.0,,,,,,,,,0.0,,0.0,,4.0,4.0,,,,,,0.0965,0.0354,0.0,0.0,0.0257,0.0,0.0257,0.0,0.0579,0.0257,0.0354,0.0032,0.0,0.0,0.0064,0.1768,0.0,0.0096,0.0129,0.0,0.0,0.0129,0.0,0.0,0.0,0.0,0.0257,0.0354,0.0,0.0322,0.0,0.0,0.0225,0.0161,0.1029,0.1833,0.0514,0.0064,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,231 W 6th St,44.760656,-108.761853
3776,Northwest College of Art & Design,1,0.7192,103.0,0.3883,0.6117,18100.0,18100.0,27650.0,,0.5437,0.0388,0.165,0.1359,0.0485,0.0485,0.0194,,,27151.0,34908.0,0.6571,,,,0.6896,,,,58.0,,,,2.0,,0.6896,,,,0.6571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1126 Pacific Avenue, Suite 101",47.25249,-122.43885
3777,Northwest College-Beaverton,1,,98.0,0.2551,0.7449,,,,22072.0,0.5204,0.0816,0.3571,0.0,0.0,0.0,0.0204,,,18886.0,22790.0,,0.5484,,,,0.5814,,,,43.0,,,2.0,,,0.5814,,,0.5484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200 SW Watson Ave,45.489301,-122.805741
3778,Northwest College-Clackamas,1,,35.0,0.0571,0.9429,,,,24639.0,0.6,0.0571,0.2571,0.0571,0.0,0.0,0.0286,,,18886.0,22790.0,,0.7778,,,,0.6897,,,,58.0,,,4.0,,,0.6897,,,0.7778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8307 S.E. Monterey Ave,45.438533,-122.576902
3779,Northwest College-Eugene,1,,139.0,0.0504,0.9496,,,,26102.0,0.7554,0.0288,0.0791,0.0072,0.0072,0.0,0.0072,,,18886.0,22790.0,,0.8421,,,,0.7609,,,,46.0,,,2.0,,,0.7609,,,0.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150 Gateway Loop,44.078014,-123.046328
3780,Northwest College-Hillsboro,1,,23.0,0.0435,0.9565,,,,24639.0,0.6522,0.0435,0.3043,0.0,0.0,0.0,0.0,,,18886.0,22790.0,,0.75,,,,0.7879,,,,33.0,,,4.0,,,0.7879,,,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1049 SW Baseline Rd, Suite 500, Building E",45.520534,-123.001688
3781,Northwest College-Medford,1,,105.0,0.1238,0.8762,,,,25983.0,0.6381,0.019,0.2476,0.0,0.0286,0.0095,0.0,,,18886.0,22790.0,,0.7407,,,,0.7755,,,,49.0,,,2.0,,,0.7755,,,0.7407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2241 Tower East,42.369051,-122.852524
3782,Northwest College-Tualatin,1,,25.0,0.08,0.92,,,,23593.0,0.8,0.0,0.12,0.0,0.0,0.0,0.0,,,18886.0,22790.0,,0.8333,,,,0.7941,,,,34.0,,,4.0,,,0.7941,,,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8345 SW Nyberg Street,45.382946,-122.762464
3783,Northwest Educational Center,1,,89.0,0.2921,0.7079,,,,15936.0,0.0,0.4045,0.4382,0.0,0.0,0.0,0.0,,,19170.0,23641.0,,0.8108,,,,0.8205,,,,78.0,,,2.0,,,0.8205,,,0.8108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2910 Antoine B-100,29.813796,-95.473149
3784,Northwest Florida State College,1,,3154.0,0.3874,0.6126,3191.0,11715.0,11900.0,,0.6382,0.0973,0.1294,0.0346,0.0048,0.0025,0.0165,,,37194.0,38951.0,,,,,,,,,0.0,,0.0,,4.0,4.0,,,,,,0.0,0.0,0.0016,0.0,0.0,0.0,0.0271,0.0088,0.0215,0.0,0.0088,0.0,0.0207,0.0072,0.0,0.5064,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0997,0.0,0.0,0.0,0.0008,0.0136,0.0,0.004,0.177,0.0909,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,100 College Boulevard,30.540017,-86.47456
3785,Northwest HVAC/R Training Center,1,1.0,35.0,0.9714,0.0286,,,,18975.0,0.6286,0.0571,0.1714,0.0,0.0571,0.0,0.0,,,39061.0,49062.0,,0.7241,,,,0.6949,,,,59.0,,,2.0,,,0.6949,,,0.7241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204 E. Nora Ave,47.67364,-117.407702
3786,Northwest Indian College,1,,611.0,0.2422,0.7578,3969.0,3969.0,12595.0,,0.0262,0.0033,0.0835,0.0,0.7971,0.0065,0.0,,,29631.0,42716.0,0.4583,,0.0,,0.4594,,0.1429,,37.0,,7.0,,2.0,4.0,0.4594,,,,0.4583,0.0,0.122,0.0,0.0325,0.0,0.0,0.0,0.0,0.0244,0.0,0.0,0.0,0.0488,0.0,0.0,0.4065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0244,0.1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2522 Kwina Rd,48.794131,-122.614656
3787,Northwest Iowa Community College,1,,779.0,0.4865,0.5135,6540.0,6840.0,17019.0,,0.7946,0.0539,0.0976,0.009,0.0039,0.0013,0.0167,,,47601.0,52503.0,,0.6725,,0.3182,,0.7297,,0.3478,,492.0,,69.0,2.0,2.0,,0.7297,,0.3478,0.6725,0.0155,0.0,0.0,0.0,0.0,0.0,0.0388,0.0,0.0,0.0,0.0517,0.0,0.0,0.0,0.0,0.1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1912,0.1344,0.0284,0.0181,0.0,0.292,0.0672,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,603 W Park St,43.184701,-95.880639
3788,Northwest Kansas Technical College,1,,321.0,0.7103,0.2897,,,,18889.0,0.5483,0.1464,0.1994,0.0,0.0218,0.0031,0.0,,,35935.0,39040.0,,0.839,,1.0,,0.6732,,0.8,,355.0,,5.0,2.0,4.0,,0.6732,,,0.839,0.1043,0.0,0.0,0.0,0.0,0.0229,0.0204,0.028,0.0,0.0,0.0712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.145,0.1272,0.117,0.0687,0.0,0.1883,0.0636,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1209 Harrison St,39.346424,-101.70022
3789,Northwest Louisiana Technical Community College,1,,779.0,0.6688,0.3312,4109.0,4109.0,16880.0,,0.4968,0.3877,0.0449,0.0013,0.0141,0.0051,0.0193,,,36209.0,31813.0,,0.656,,0.3878,,0.6537,,0.3816,,257.0,,228.0,2.0,2.0,,0.6537,,0.3816,0.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.0326,0.0,0.0,0.4832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109,0.1571,0.1067,0.0168,0.0,0.1502,0.0366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9500 Industrial Drive,32.586037,-93.26302
3790,Northwest Mississippi Community College,1,,5212.0,0.3736,0.6264,3430.0,5830.0,11781.0,,0.5673,0.3383,0.0535,0.0096,0.0019,0.0012,0.0029,,,29395.0,32827.0,,0.5931,,0.3358,,0.6213,,0.319,,3396.0,,232.0,2.0,2.0,,0.6213,,0.319,0.5931,0.0166,0.0,0.0,0.0,0.0,0.0,0.0172,0.0189,0.0,0.0,0.0109,0.0,0.0258,0.0149,0.0,0.4306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952,0.0539,0.0086,0.0097,0.2351,0.0625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,4975 Hwy 51 N,34.625532,-89.969525
